Team,home_off_Transition_Poss,home_off_Transition_Freq,home_off_Transition_eFG,home_off_Transition_FTfreq,home_off_Transition_TOfreq,home_off_Iso_Poss,home_off_Iso_Freq,home_off_Iso_eFG,home_off_Iso_FTfreq,home_off_Iso_TOfreq,home_off_PnRBall_Poss,home_off_PnRBall_Freq,home_off_PnRBall_eFG,home_off_PnRBall_FTfreq,home_off_PnRBall_TOfreq,home_off_PnRRoll_Poss,home_off_PnRRoll_Freq,home_off_PnRRoll_eFG,home_off_PnRRoll_FTfreq,home_off_PnRRoll_TOfreq,home_off_Postup_Poss,home_off_Postup_Freq,home_off_Postup_eFG,home_off_Postup_FTfreq,home_off_Postup_TOfreq,home_off_Spotup_Poss,home_off_Spotup_Freq,home_off_Spotup_eFG,home_off_Spotup_FTfreq,home_off_Spotup_TOfreq,home_off_Handoff_Poss,home_off_Handoff_Freq,home_off_Handoff_eFG,home_off_Handoff_FTfreq,home_off_Handoff_TOfreq,home_off_Cut_Poss,home_off_Cut_Freq,home_off_Cut_eFG,home_off_Cut_FTfreq,home_off_Cut_TOfreq,home_off_Screen_Poss,home_off_Screen_Freq,home_off_Screen_eFG,home_off_Screen_FTfreq,home_off_Screen_TOfreq,home_off_Putback_Poss,home_off_Putback_Freq,home_off_Putback_eFG,home_off_Putback_FTfreq,home_off_Putback_TOfreq,home_off_Misc_Poss,home_off_Misc_Freq,home_off_Misc_eFG,home_off_Misc_FTfreq,home_off_Misc_TOfreq,home_def_Transition_Poss,home_def_Transition_Freq,home_def_Transition_eFG,home_def_Transition_FTfreq,home_def_Transition_TOfreq,home_def_Iso_Poss,home_def_Iso_Freq,home_def_Iso_eFG,home_def_Iso_FTfreq,home_def_Iso_TOfreq,home_def_PnRBall_Poss,home_def_PnRBall_Freq,home_def_PnRBall_eFG,home_def_PnRBall_FTfreq,home_def_PnRBall_TOfreq,home_def_PnRRoll_Poss,home_def_PnRRoll_Freq,home_def_PnRRoll_eFG,home_def_PnRRoll_FTfreq,home_def_PnRRoll_TOfreq,home_def_Postup_Poss,home_def_Postup_Freq,home_def_Postup_eFG,home_def_Postup_FTfreq,home_def_Postup_TOfreq,home_def_Spotup_Poss,home_def_Spotup_Freq,home_def_Spotup_eFG,home_def_Spotup_FTfreq,home_def_Spotup_TOfreq,home_def_Handoff_Poss,home_def_Handoff_Freq,home_def_Handoff_eFG,home_def_Handoff_FTfreq,home_def_Handoff_TOfreq,home_def_Cut_Poss,home_def_Cut_Freq,home_def_Cut_eFG,home_def_Cut_FTfreq,home_def_Cut_TOfreq,home_def_Screen_Poss,home_def_Screen_Freq,home_def_Screen_eFG,home_def_Screen_FTfreq,home_def_Screen_TOfreq,home_def_Putback_Poss,home_def_Putback_Freq,home_def_Putback_eFG,home_def_Putback_FTfreq,home_def_Putback_TOfreq,home_def_Misc_Poss,home_def_Misc_Freq,home_def_Misc_eFG,home_def_Misc_FTfreq,home_def_Misc_TOfreq
Raptors,-0.432718102,-0.418072416,-0.117786811,-0.321636229,-0.538812877,1.281680664,1.37529258,-0.181799874,1.730211543,-1.295409387,0.754500546,0.807106287,-0.031683607,0.744114083,-1.50810685,-1.261253693,-1.150898551,1.982184522,1.237023128,-0.12666672,-0.389418167,-0.346039772,1.467991534,0.570028906,-0.03065621,-0.856747976,-0.768704343,0.87208793,-0.269661465,-0.034774777,-0.588641667,-0.562577751,0.431441357,1.524953046,0.209889081,-0.352055858,-0.282386262,0.984538283,-0.952715352,-0.076911921,1.155558202,1.221873677,-0.337942813,1.703401577,-0.781312746,0.285102349,0.40289962,1.230229382,0.953116131,-0.399006221,-1.510993936,-1.392808441,0.900616969,-1.089227048,0.393876226,0.827287797,0.998834489,-0.959258829,-0.247550532,0.267611607,-0.729613881,-0.743297087,0.991989202,0.942728236,1.28114863,-0.44107811,-0.441162989,-0.055359725,0.207936478,0.359493276,-0.404956769,-0.299257813,0.621550965,-0.27468525,-0.175040558,-0.774200443,-0.792378533,0.739477851,0.208700897,0.185497096,0.621377103,0.674580927,0.290999633,0.680135056,1.38213735,-1.593808352,-1.652631735,0.276800679,-1.062284055,-1.728596232,0.666629461,0.671155194,-0.945569424,-0.05888371,0.672061124,0.139747718,0.184913691,1.672369043,-1.229110136,0.386961354,0.527536889,0.663309825,0.737961121,-0.231870211,-0.514602656,-0.511788901,-0.493479229,0.745799355,1.213697133,-0.472728521
Jazz,-0.986194745,-0.905147076,1.29565492,1.581925128,0.366950149,-1.275004221,-1.209976081,-2.356494567,1.730211543,1.358312423,0.259359563,0.446253998,-2.328745146,-0.366213213,0.317496179,0.733949889,0.941644269,-0.429195272,0.857481941,1.402602221,-1.175343236,-1.113520979,-0.212318208,-0.153817324,0.76907101,1.00326279,1.275249402,0.010259858,0.173617656,1.124384442,1.882571051,2.027896544,-0.48802383,-0.651141455,1.168078364,0.691298591,0.894223164,1.185659917,1.429073029,0.932557041,-1.951145678,-1.87292832,-0.187075486,3.64223264,0.781312746,1.235443513,1.520184281,1.935231893,1.449217587,-1.279167004,-0.866943031,-0.546973355,-0.354521594,0.168625108,-0.031170061,-0.969447037,-0.460501615,-0.056568588,1.040722645,-1.273831251,-0.032027549,0.509450813,1.503729663,1.003549412,-0.265394425,-0.272378913,0.071455977,0.129172693,-1.188651809,-0.326812069,0.054819475,0.529456131,-1.850052704,0.426638792,-0.962723071,-0.708848689,-0.291928933,0.525755929,-0.44652285,-0.515962509,-0.324513101,0.073043795,0.158055638,-0.83127618,-0.3515541,-0.146306626,0.168635891,-0.080361488,0.296451364,-0.143238465,-0.385205243,0.061014109,-1.743518305,-0.05888371,-0.257055637,-0.608900771,-0.046228423,0.274846166,1.16765463,0.055280193,-1.493269741,-1.067063632,-0.204116906,-1.034497864,0.201596917,-0.366790996,0.129862955,0.253357676,-0.307796391,0.38353446
Kings,0.410075876,0.353129128,1.038665514,1.647565175,1.551409491,0.763274512,0.689404976,1.233477625,0.881027964,0.591681678,-0.626901189,-0.708473328,-0.190101645,0.39348441,-0.595305335,-0.833710068,-0.889330698,-0.884172591,1.911763016,-0.219349686,1.108462553,1.02734765,0.022143617,2.062961753,0.249248317,-0.88272578,-0.990873229,-0.82078864,2.722472602,2.515375505,-0.119652392,-0.170081646,-1.05384856,1.77798729,0.278331173,-0.104945594,-0.203945634,-0.768093097,0.279244155,0.283612708,-0.612993629,-0.703780899,0.144832634,0.36468489,0.449846733,1.036534897,0.910756284,0.348976243,2.035519307,0.833218874,2.201770102,1.990531902,-0.310481645,-0.350922522,0.450549065,1.755271722,1.679858004,1.604381454,-0.323331307,-0.37465625,0.283860602,0.133626443,0.165331534,0.69944353,-0.952746894,0.070291332,-0.021747471,0.375215917,-0.164487065,-0.392174483,0.567646824,0.39133714,0.777981577,-0.683790941,0.717666289,1.094859715,1.084307467,-0.115409838,0.718319368,-1.123894167,-0.198394407,-0.313658648,0.955719607,-0.982417303,0.081868763,-0.263040636,-0.438453318,-1.24113853,-0.938762654,-1.102797113,-0.8900859,-1.037239845,0.490738562,-0.109355462,-0.071232285,1.068071845,0.647197917,-1.017862496,-0.768193835,-0.740754592,-0.387144007,-0.634470267,-0.027477276,-0.285378721,-0.275869465,-1.494552479,-1.740163596,-1.138325332,1.817048013,-1.302233283
Nuggets,1.122886704,1.002562008,-0.953002379,0.203484145,-1.374901825,1.046041504,0.847686731,0.439541467,-0.286599458,0.296823699,-0.589453552,-0.780643786,0.285152467,-0.07402182,-0.873114492,0.907003261,0.592887132,0.503508234,-0.154627891,0.475772559,-0.195248444,-0.305646024,-2.127089773,0.389067348,0.169275595,-0.04104493,-0.36880035,-1.497939268,0.062797875,0.197057067,-0.832155329,-0.876574635,0.172105022,-0.752355153,-1.740710531,0.288600382,0.031376251,-1.227799688,0.854158592,0.211507783,-0.714724486,-0.841327654,0.084485703,1.380263066,0.071028431,1.323847342,1.113898949,-0.285526017,-0.219487311,1.273299266,0.856840272,0.468028747,-0.354521594,-0.870470151,-0.172852157,0.09674726,-0.168634394,1.207197748,1.950091947,-0.567336608,0.889312891,0.760000392,-0.267679626,0.030410588,0.192840554,-1.031525302,-1.186790577,1.11334559,-0.257592951,-0.065362414,0.00176837,-0.161138823,-0.88018291,1.244850174,0.245056782,3.055412328,3.086105866,1.508876771,1.1551352,-1.357714035,0.10720089,-0.055857019,0.158055638,-0.226711685,-1.362874112,-0.216347032,-0.438453318,0.395854735,0.172929962,0.566000536,-0.567523258,-0.793183411,0.57053345,2.060929854,-0.164143961,0.349369295,-0.046228423,0.34472231,-0.583827315,-1.138771984,-0.046797627,-0.201876903,0.826280936,2.657589341,-1.549113149,1.469849132,1.376547322,-2.765523926,0.767742134,0.062435842
Suns,1.747644429,1.773763552,-0.021415784,-0.781116557,0.29727607,0.934112903,0.847686731,0.819250064,-1.613448801,-0.174949067,-0.015256445,-0.131109665,0.522779523,1.036305476,0.634992358,-1.149277982,-1.238087835,0.025782048,-0.871539022,-1.377886763,-0.398664344,-0.467221015,0.491067265,-1.646750172,0.76907101,0.068061846,-0.102197687,-0.020519716,0.173617656,-0.382522542,-0.823136304,-0.876574635,-1.289608865,-0.145072967,0.483657448,-0.800515226,-0.90991129,-0.911751406,-0.418866233,-1.230590735,-0.135641143,-0.222367255,-0.036208158,-0.143104198,-0.30778987,-0.344774934,-0.511242375,0.172725615,-0.219487311,0.921234952,0.459044125,0.29886173,1.561216213,-0.514990194,0.053839196,1.11358071,0.804256342,0.882229262,0.66181877,-0.246202679,-0.216295637,-0.492747507,-0.582596833,-0.152052941,0.421958043,0.866340671,0.630676668,-0.055359725,-0.630016494,-0.947755,-0.970835223,-1.127971758,-0.692466175,-0.040910569,-0.542625731,1.330126029,1.084307467,-0.158154222,0.281503536,-0.188614694,-0.974509446,-1.215964346,-0.152147016,0.680135056,0.515291625,1.441275912,1.18045124,1.169706096,0.234690663,-0.268398289,0.273944505,-0.061014109,-0.586492427,1.404797084,-0.814525694,-0.938306107,-1.201938989,1.218174108,-1.782209698,0.519633818,0.442450294,0.014419779,-0.204116906,-0.178361701,0.758641028,1.87262109,1.688218414,0.01784209,-0.622588155,1.480621404
Magic,-0.659140365,-0.621020191,-0.021415784,0.400404286,0.854668702,-0.680015342,-0.629609647,0.197908723,-1.825744696,-0.057005876,1.861286275,1.961833613,-0.388124191,0.159731295,0.714366402,1.436342987,1.551969258,0.003033182,-1.757135125,-0.636423034,-0.320071837,-0.265252277,0.412913324,-2.008673286,-0.110628932,-0.025458248,0.119971198,-0.05129929,-1.267039488,0.776636677,-1.562696315,-1.504568403,-0.700208104,0.46220922,-0.679858111,-1.00186433,-0.90991129,1.760293156,-0.04927838,-1.735325216,-0.9025353,-0.841327654,-1.575054894,-0.096941553,-0.49719902,0.351405221,0.504470953,0.313726117,-1.301890488,-0.575038378,-0.355490842,-0.208639321,0.063857927,-0.569679418,1.187295963,-0.850981004,-0.752368836,2.398748866,0.81338032,0.07493125,0.270698596,0.384176023,0.047237581,0.638622353,-0.494511915,-1.110603051,-1.046985404,1.543921233,0.39414825,0.42485569,-0.245803454,-0.161138823,1.466276269,-1.092896632,-0.542625731,-0.081471853,0.083408267,-0.243642991,-0.155312296,-0.282142641,0.665033574,0.803481741,0.601202287,0.377852809,0.370817338,-0.543202261,-0.438453318,1.288760152,-0.197634243,0.399120771,1.578219538,1.769409147,0.091764121,-0.210298965,0.579149448,-0.219603557,-0.046228423,-1.751562006,-1.136926876,-0.077392271,-1.365639848,-1.499656996,-0.380756536,0.517248932,0.360752377,0.358198528,0.597369593,-0.196262988,0.216856548,0.865182387
Cavaliers,-0.051154659,0.028412688,1.616891677,-0.255996183,0.227601991,1.858996606,1.955659014,1.544148295,0.562584121,-0.469807046,0.771143941,0.843191516,1.077242653,-0.249336656,-0.079374045,-0.731913967,-0.627762846,1.345216275,1.068338156,-0.312032653,-0.093540494,-0.063283538,0.1784515,0.796230852,-0.150615293,-0.394343065,-0.279932796,1.17988367,-0.712940586,-1.078018074,-1.310163628,-1.26907074,2.152491578,-2.017526375,-0.063879286,-0.342903626,-0.282386262,0.0651251,0.689897324,0.716242264,-1.536396797,-1.529061431,-0.730197863,-1.389495595,-1.065426472,-0.532633071,-0.511242375,-2.365283425,0.321714278,2.681556518,0.099133326,0.29886173,0.944656919,0.086591272,-0.626234863,-0.001974434,0.317810974,0.665583604,-0.702235183,-0.117749107,0.244374583,0.509450813,-1.606077755,-0.456158824,-1.181864384,-0.393631461,-0.254756092,-0.362913756,-0.536910608,0.392174483,0.21397279,0.39133714,0.621550965,-1.326671312,-1.120259573,-0.395160271,-0.166816533,-0.072665454,-1.465759791,-0.562726483,-0.120782903,0.030076857,0.069426308,-0.83127618,-0.640502675,-1.010138301,-0.843179457,1.34828718,-0.753480551,-0.560437877,0.526384834,0.793183411,1.248789999,-1.37114925,0.486237772,-1.44738708,-0.970796875,0.973607605,-1.136926876,0.121616426,0.272277104,0.663309825,-0.645715981,-0.499412762,0.679063298,-0.753452076,-0.649314775,0.01784209,-1.147241094,-0.793827138
Mavericks,0.460391934,0.474897793,0.042831568,0.662964473,-1.02653143,-0.585759678,-0.629609647,-0.319875727,-0.923487143,-1.354380983,2.302336226,2.178344987,0.562384032,-1.00903428,-0.793740447,-0.192394631,-0.279005709,1.891189059,0.941824427,-1.007154899,-1.221574122,-1.234702222,2.054146095,0.162865402,-0.83038343,1.096782885,0.964212963,0.625851338,0.506076997,-1.078018074,-0.796079231,-0.798075414,0.973690057,0.00674758,0.278331173,-1.248974594,-1.302114432,1.042001607,0.813093275,0.644137338,-0.119990242,-0.153593877,-0.398289743,-1.297170307,-1.207483335,-1.339318012,-1.42538437,1.72373114,0.18641388,0.217106326,-0.942713726,-1.054474407,0.922636944,1.098341919,-0.711244121,1.222174574,0.998834489,0.015646631,-0.247550532,1.744827681,0.691882797,0.509450813,0.165331534,-0.881907059,0.937472395,-0.45689366,-0.627569886,1.11334559,-0.257592951,0.032681207,-1.236090748,-1.266090749,0.277403618,0.601969802,2.030470476,1.00336726,0.834082667,-1.312252602,-0.519325489,1.401360411,0.548616318,0.330845423,0.512572958,-1.435840674,-0.062605525,-0.30973424,-0.438453318,0.485145277,-0.938762654,1.525559184,0.203822191,-0.061014109,-0.027928211,-1.219733995,1.136619504,-1.986413992,-1.895365328,0.763979173,-0.122911014,1.182996139,1.867650758,1.744793235,-0.321876659,0.08918085,1.39526287,0.164867988,-0.025972591,1.516577637,-0.019237274,-0.285420994
Clippers,-0.168558796,-0.093355976,1.649015353,0.72860452,-0.190442482,-0.079135485,-0.049243213,1.371553478,-0.6050433,-2.179983324,0.196946834,0.265827853,1.948541857,-0.599966328,-1.468419827,0.265687824,0.33131928,0.253270708,-0.154627891,-0.590081551,-0.431025964,-0.38643352,0.21752847,1.655798249,-0.790397069,-0.259258484,-0.146631464,1.272222392,-0.934580147,-0.498438464,0.719116888,0.771909007,1.893155244,-0.853568851,-0.577194973,-1.294735754,-1.223673804,2.708438001,2.661032536,-1.158485809,0.787762025,0.809233411,1.532812043,0.087709024,-1.870415362,-1.052005567,-1.019099039,0.595727122,0.592315072,-1.98329563,1.387235135,1.48303085,0.548297372,2.711674031,-1.986382983,-1.137273917,-1.238814204,0.268399898,1.343845746,-0.695790179,0.92879891,1.010549972,0.362154788,0.942728236,-0.208115053,-1.437457746,-1.419799198,-0.485935368,1.325207108,1.503335518,-0.793998206,-0.713614786,2.029426472,1.127962834,1.085251461,-0.186034659,-0.166816533,-0.542853682,-0.373720212,0.37255299,1.213164821,1.233151121,-0.63960833,1.586981797,-1.218399825,-0.169653428,-0.236090248,-2.044753405,-0.629959149,1.150079713,1.956880031,2.013465581,-0.90567198,0.395362054,-0.257055637,-0.788576409,-0.739654762,0.624226885,1.25983789,0.917651211,0.144647211,0.230716461,-0.557396166,1.052334034,1.633996061,-0.04457343,-0.025972591,-0.024978926,0.269321842,-1.409266156
Timberwolves,-0.059540669,-0.133945531,0.203449946,1.385004988,1.62108357,0.757383533,0.742165561,-0.457951581,1.730211543,-0.410835451,-1.371693089,-1.394092678,-0.586146738,-0.424651492,0.555618313,-0.11095775,-0.191816425,-0.747679395,-0.112456648,0.151382178,1.723333343,1.633253866,-0.954780651,1.022432799,-0.83038343,-2.004966912,-2.057283879,-1.836514583,-0.823760367,0.197057067,0.475603226,0.457912123,-0.51159986,-0.9041757,0.825867906,0.27944815,0.188257508,-0.595703125,0.977354543,-0.149016847,1.562481633,1.496967188,-1.243146775,0.549335468,0.071028431,0.649768145,0.606042286,0.031725113,0.862915866,-0.663054456,0.212789368,0.129694713,-0.222401745,-0.432956358,0.308866969,1.498595317,1.582568931,1.315520577,-1.460042934,1.29524018,-1.33506617,-1.494945827,-0.46450288,0.152052941,-0.265394425,0.080835032,0.024854253,1.359388815,-1.002440037,-0.718986552,-1.271458152,-1.266090749,1.059556678,0.718857143,0.455105452,-0.316738167,-0.417041333,2.064553769,-0.228114934,1.354596437,0.136305204,0.073043795,2.373788884,-0.83127618,-1.218399825,-0.30973424,-0.438453318,0.187510138,0.419972766,-1.061077172,-0.006544749,-0.061014109,2.326020988,-0.462657722,0.300414419,0.73866651,0.647197917,0.519412669,0.706738328,0.58597005,0.825339971,0.879606507,1.915558654,-0.124853191,-1.469535419,0.406531163,0.441534047,1.216830527,-1.671894033,2.176335076
Bulls,-0.717842433,-0.783378411,-0.760260325,0.72860452,0.227601991,-0.450267161,-0.471327892,-0.665065361,0.881027964,0.945511252,-0.031899839,-0.058939207,0.601988541,-0.307774935,-0.754053425,-0.94568578,-0.976519982,-1.248154447,-0.70285405,-0.080325237,0.243944977,0.219472696,0.256605441,1.565317471,-0.390533459,-0.482667598,-0.502101681,0.533512616,2.168373701,-0.730270308,1.963742272,1.949397323,-0.016503221,0.310388673,-0.474531836,1.075692335,1.051104421,-1.026678054,-0.459931549,-0.942171031,-0.299975606,-0.291140632,-0.88106519,1.010961912,-0.165733007,0.881828196,0.910756284,-0.285526017,0.457014675,-0.222974065,0.477986799,0.468028747,0.063857927,0.551449677,-0.286197833,-0.100696128,-0.168634394,0.160077069,0.131353344,0.460291965,0.744530822,0.760000392,-1.133701945,-1.246834118,-0.83818815,1.372438264,1.376304256,1.666942845,-1.37486358,-2.058916035,0.302391299,0.25321815,-2.507061274,-1.677333333,-1.750405583,0.585116035,0.583857867,-1.226763834,-1.101746598,-0.65625443,-1.39167128,-1.430799036,-0.72823766,1.435840674,-0.640502675,0.927646267,0.97808817,-1.24113853,-1.309326859,-0.476997995,-1.226673006,-1.281296279,-1.384441308,-0.71501648,-1.279084074,0.289477416,0.184913691,-1.437119359,0.245822027,-2.399160394,0.740253376,0.879606507,-1.734993699,-0.338887231,-1.389957688,-1.091780521,-1.272656958,1.066956973,-0.438959626,0.276501588
Bucks,0.728744246,0.799614233,1.263531244,0.531684379,0.99401686,0.527635352,0.531123221,-0.768622251,-0.923487143,1.889056785,-1.022181807,-0.99715516,0.12673443,-0.307774935,1.587480894,-1.658258488,-1.586844971,-1.020665787,-0.323312863,2.0050415,-0.971927336,-0.951945988,0.061220587,-0.289538492,2.288552728,0.41616442,0.386573861,0.164157728,-0.048021905,1.008468521,-0.074557269,-0.091582425,-0.629480013,-0.954782549,0.004562806,2.109894551,2.070832591,-0.337118167,-0.336735599,0.067297931,0.513871255,0.5341399,-0.579330536,-1.204845018,1.681006212,-0.344774934,-0.409671042,-1.166779156,-1.031289693,1.273299266,0.345388083,0.29886173,-0.816941065,-0.870470151,1.073950286,-1.551905032,-1.919837719,-1.212012096,-0.095988982,1.359466966,0.020620477,-0.116923137,-1.84226566,-0.091231765,3.343206036,-0.920816453,-1.00038368,-1.101043429,1.418312994,2.385728104,-1.943438816,-1.818566712,0.246117496,-0.50845993,2.135494811,-0.826481846,-1.042603333,2.150042537,0.499911452,3.271919357,2.71203699,2.5651262,-0.595293665,0.982417303,1.526611638,-1.010138301,-1.045542526,0.425618249,1.778708186,0.315680889,1.143461194,1.037239845,-0.147620543,1.001023072,-0.535790665,-2.016359932,-1.895365328,-0.039596482,1.25983789,1.050323675,0.591351835,0.447013143,-0.910675426,-1.088006374,-0.673758116,1.002633661,0.909040685,-1.095504316,0.085693313,-0.098113467
Hawks,0.108179526,0.312539573,1.135036541,-1.9626374,1.830105807,-0.497394993,-0.418567307,-0.14728091,0.615658095,1.004482848,-0.277389907,-0.131109665,0.68119756,0.977867198,0.198435112,1.365085716,1.551969258,-0.315450942,-0.660682807,-0.914471932,-1.508205618,-1.43667096,-0.212318208,-0.968144332,1.328880064,1.185107418,1.408550733,1.364561114,-0.823760367,0.544804833,-0.390223127,-0.327080088,1.846003183,0.46220922,0.723204769,0.32520931,0.502020022,-0.107264871,-1.609760423,-1.374800586,0.834714729,0.946780167,2.438016005,0.641660757,1.633653924,-2.17915439,-2.136383699,0.031725113,-1.211690223,-0.222974065,-0.999541747,-0.716140373,2.904434676,2.356194074,-1.533000276,-0.090823959,-0.071345321,-1.428657754,-1.535823709,1.680600895,-0.742775888,-0.743297087,1.228177107,-1.003549412,1.567545492,-1.1264186,-1.140188853,-0.916511011,-0.630016494,1.732103966,0.885953455,0.805694113,-0.004171483,-0.976009291,0.035008112,-1.728336048,-1.918390133,0.098312084,1.082332561,1.728708226,1.644878811,1.662820502,-0.462349671,-1.586981797,2.104508788,0.110508196,0.168635891,0.693489874,0.852297672,0.566000536,0.273944505,0.305070543,0.291251342,0.042059793,0.7649728,-0.549008892,-0.508512649,-0.73835792,0.061455507,0.519633818,0.825339971,1.095903189,-0.469076351,1.266368075,-0.435024925,-0.511788901,-0.493479229,-0.089210449,-2.091616385,0.811665951
Thunder,1.169009757,1.043151563,-0.246281514,-0.846756604,-1.374901825,0.83396626,0.689404976,0.784731101,0.82795399,-0.410835451,1.274606622,0.987532432,0.245547958,0.451922689,-0.873114492,1.130954684,0.854454985,-0.633935065,-0.154627891,-0.312032653,-0.925696449,-1.032733483,-0.368626091,-0.334778881,0.849043732,-0.919094705,-1.213042114,-0.235976734,-0.048021905,-0.614354386,-0.309051907,-0.405579309,0.0778009,-0.043859269,0.586320585,-0.91034201,-1.066792547,-0.509508139,-0.459931549,0.860452115,-0.76950264,-0.841327654,-0.217248951,0.272359602,-0.639255883,1.202292077,1.012327617,-0.285526017,0.908015998,1.449331422,0.231732041,-0.208639321,-0.464621468,0.19596972,0.507221903,-0.041463112,-0.265923468,-0.742613171,-0.323331307,-1.659191966,1.020932954,0.885275182,-1.054972643,-1.246834118,-0.494511915,-1.1580497,-1.279994026,-0.178381338,1.325207108,0.653624138,-0.458007874,-0.575495795,-0.160602095,-0.040910569,-0.070016223,-0.055331152,-0.166816533,-0.243642991,1.519148393,-0.843310325,1.193761945,1.061283369,-0.152147016,0.075570562,-1.362874112,-1.010138301,-1.045542526,1.675685832,-0.753480551,1.316959478,1.255656895,1.037239845,-1.065261756,0.546777308,0.393326095,-0.369333255,-0.508512649,0.694103029,-0.215094274,-0.143728503,0.421178645,0.230716461,-0.792915672,-0.659938293,0.042441456,0.309865893,0.129862955,-1.223967363,1.187464486,-1.034651102
Pistons,-0.093084708,-0.133945531,-0.278405189,0.334764239,-0.678161035,-1.563662192,-1.63206076,-1.010254995,-1.135783037,-1.413352579,0.825234973,0.734935829,-0.46733321,-0.190898377,-0.873114492,-0.843889679,-0.889330698,0.549005966,1.4057081,-0.219349686,0.849569589,0.784985164,-1.306473388,0.389067348,-0.110628932,0.520075636,0.386573861,-0.143638012,0.949356118,-0.730270308,-0.660793863,-0.719576193,-1.855433595,-0.600534607,0.073004898,-1.450323698,-1.458995689,-0.164728195,-0.624192817,-0.076911921,0.31823499,0.259046389,-0.971585586,-0.096941553,-0.118380719,2.450996165,2.434326276,-0.461776645,-0.715588767,-1.367183082,-0.829057684,-0.88530739,0.85657702,-0.186854849,-0.257861414,-0.643665446,-0.557790689,-0.88704361,0.131353344,0.524518751,-1.387714195,-1.369671037,0.283425486,-0.942728236,-0.780908777,-0.968263103,-0.860578508,0.928813172,-0.071381179,0.751667759,1.398780804,1.358170076,-0.661180053,-1.502002323,0.507617619,-0.172964308,-0.041704133,-1.269508218,-1.684167707,-0.749782378,0.63592926,0.760514803,0.512572958,-0.680135056,0.515291625,-1.33699353,-1.247905596,0.276800679,0.111169262,0.858040125,1.676390777,1.769409147,0.171559009,-1.421621001,-0.349967313,0.379315235,0.416055804,0.17003195,-1.782209698,2.576057013,-0.918935225,-0.85076695,1.944998592,-2.42571913,0.281174647,-0.173460457,-0.025972591,0.381820723,1.528488896,-1.890914083
Wizards,0.753902275,0.880793343,1.102912866,0.400404286,-0.399464719,-1.381041843,-1.368257835,0.335984577,0.721806043,1.12242604,-0.252424815,-0.203280123,-1.57625947,-0.658404607,0.238122134,-0.161855801,-0.104627141,-0.133460014,-0.323312863,-0.173008203,0.770977083,0.784985164,-0.524933973,-1.194346278,-0.270574376,-1.293175083,-1.213042114,0.348835172,0.173617656,0.428888911,-0.498451422,-0.48407853,-0.723784134,0.816457162,0.038783852,1.350259295,1.364866935,-0.222191519,-1.322303205,0.716242264,1.069478246,1.084326922,-0.217248951,0.04154638,-0.260437582,-0.830995994,-0.815956373,-0.567527021,-1.301890488,-0.310990143,-0.071350737,-0.039472304,-0.266441695,-0.761091703,1.697351508,-0.623921107,-0.655079762,-1.356442535,0.737599545,0.588745536,1.428955148,1.636923922,0.44088409,-0.69944353,-1.067305639,1.314447914,1.329702532,1.359388815,0.673465907,-0.849711379,0.390809807,0.39133714,-0.129315973,0.543526132,-0.385089228,-1.832898854,-1.918390133,-0.457364914,-0.810536044,-0.188614694,-0.596153364,-0.571460276,-1.260013639,0.982417303,0.22634305,0.460710227,0.573362031,0.217273651,-0.259394944,0.35740083,-0.539474333,-0.549126977,-0.546594983,1.556212339,-2.394024187,-0.00998198,-0.046228423,-1.99612851,1.25983789,0.453297586,-1.386911497,-1.499656996,0.296362046,0.677774463,1.793151522,0.05209184,0.129862955,0.296178691,-0.124167862,-0.392453866
Seventysixers,1.349308966,1.327278448,-0.760260325,0.137844098,1.412061334,0.445161646,0.372841467,-1.493520482,1.358693727,2.183914764,-0.789174285,-0.888899473,-1.655468488,-0.190898377,2.02403814,-1.301972134,-1.412466403,-1.566638571,-1.377593938,1.263577771,-1.309412806,-1.355883465,-2.439705539,-0.289538492,1.96866184,2.229415139,1.897322281,-1.74417586,0.949356118,2.631291427,0.899497379,0.771909007,-1.124576652,1.474346197,0.38099431,-0.324599162,-0.439267519,-1.515116308,1.593334296,2.735180187,-1.113822466,-1.185194543,0.295699961,-0.004616264,1.444244774,0.682919581,0.504470953,-0.391276394,0.18641388,-0.663054456,0.17490402,-0.039472304,-0.728861166,-0.843125539,0.847258933,1.873737755,1.777147078,-1.464765364,0.737599545,-0.246202679,0.46812869,0.258901233,0.204696184,0.760264706,1.28114863,-0.804835755,-0.953781956,-0.547446174,1.045889451,-0.228768448,-1.306825555,-1.404209739,-0.191888217,1.303293844,0.770178456,0.206075864,-0.041704133,1.508876771,1.591951032,0.653136832,-0.193543688,-0.356625586,0.911404942,0.377852809,0.659765913,-0.729976677,-0.843179457,0.723253388,0.543494168,1.066639831,0.414189132,0.183042326,-0.147620543,-0.361714219,1.043707828,1.127963724,0.647197917,-0.528729489,-0.307277534,0.851314979,0.655166781,0.447013143,-0.734035796,-0.01783617,0.838218759,2.291503926,2.311560598,-0.924220254,-0.779984036,1.748203586
