Date,Season,player_size,atb3_pps,c3_pps,mid_pps,ra_pps,paint_pps
37707,2002,Small,1.097740843,1.15339502,0.910311266,1.60947482,1.130760405
37707,2002,All,1.092302702,1.136612958,0.896608315,1.596904093,1.123290001
37708,2002,Big,1.063716057,1.00595074,0.869890611,1.582513559,1.116493664
37708,2002,Small,1.097784641,1.154029072,0.910541547,1.609315816,1.129783993
37708,2002,All,1.092296886,1.137190304,0.896644134,1.596687351,1.122701165
37709,2002,Big,1.064201984,1.009374939,0.869944945,1.581214395,1.116381544
37709,2002,Small,1.09883659,1.154819316,0.911202215,1.609919637,1.130519017
37709,2002,All,1.093247337,1.138197101,0.897105243,1.596391964,1.122992325
37710,2002,Big,1.062457674,1.009668845,0.869875747,1.58152665,1.116430358
37710,2002,Small,1.098554391,1.155278099,0.911109271,1.609340027,1.129104113
37710,2002,All,1.092727583,1.138675093,0.897020975,1.596230513,1.12235395
37711,2002,Big,1.062879635,1.007935093,0.869626126,1.581431815,1.117484463
37711,2002,Small,1.100016019,1.157099124,0.910888078,1.608281703,1.12938641
37711,2002,All,1.094028198,1.140030154,0.896780519,1.595621895,1.123044165
37712,2002,Big,1.062114777,1.003748641,0.869432537,1.581652258,1.117785537
37712,2002,Small,1.100390974,1.155708731,0.910793206,1.608193188,1.129747869
37712,2002,All,1.094216082,1.138307323,0.896654381,1.59568537,1.123374081
37713,2002,Big,1.061901025,1.005197247,0.86977236,1.580706071,1.116883727
37713,2002,Small,1.098968895,1.156648286,0.910740945,1.607983006,1.129754894
37713,2002,All,1.09298369,1.139226159,0.896714193,1.595124059,1.122896349
37714,2002,Big,1.065946907,1.001661573,0.870032279,1.581362885,1.117464789
37714,2002,Small,1.099089776,1.156727185,0.910655783,1.607752172,1.129990635
37714,2002,All,1.093739215,1.138800312,0.89674909,1.595316972,1.123319334
37715,2002,Big,1.063522553,1.003718011,0.870323289,1.581710494,1.117181589
37715,2002,Small,1.099193584,1.156972114,0.91048329,1.60758229,1.129833803
37715,2002,All,1.093418348,1.139274287,0.896736517,1.595384836,1.12309777
37716,2002,Big,1.061071279,1.005936956,0.869869176,1.581327347,1.117193141
37716,2002,Small,1.100288249,1.159594497,0.91019886,1.607239346,1.130427673
37716,2002,All,1.093932569,1.141884143,0.89639148,1.595024037,1.123381475
37717,2002,Big,1.059676157,1.006084985,0.870003847,1.580943035,1.116904138
37717,2002,Small,1.098933382,1.160920035,0.910457108,1.606086365,1.130939228
37717,2002,All,1.092579223,1.143117518,0.896616573,1.59422633,1.12346642
37719,2002,Big,1.059913061,1.002185168,0.869565699,1.580546481,1.115916967
37719,2002,Small,1.097716901,1.161940291,0.91042094,1.604227706,1.131060338
37719,2002,All,1.091591961,1.143589292,0.896453163,1.593058812,1.122997428
37720,2002,Big,1.061095335,0.99856044,0.870546196,1.579841413,1.116607485
37720,2002,Small,1.097145301,1.161764897,0.910532341,1.603531978,1.1318722
37720,2002,All,1.091299361,1.143021841,0.896859509,1.592359696,1.123747643
37721,2002,Big,1.061811234,0.995884392,0.86970038,1.579641596,1.114888285
37721,2002,Small,1.098261482,1.158942176,0.911023373,1.602555704,1.132968651
37721,2002,All,1.092340799,1.140310686,0.896901408,1.591755673,1.123343411
37722,2002,Big,1.061996191,0.994913252,0.869965631,1.579685213,1.114495118
37722,2002,Small,1.097666559,1.159402521,0.91109815,1.603271462,1.13340458
37722,2002,All,1.091871771,1.140629189,0.897046189,1.592154836,1.123334729
37723,2002,Big,1.063256037,0.998153375,0.869814444,1.58086356,1.114229588
37723,2002,Small,1.096960484,1.163649252,0.911897527,1.602093883,1.132798329
37723,2002,All,1.091478544,1.144748095,0.897533718,1.592084613,1.12290497
37724,2002,Big,1.063682379,1.00237891,0.869670134,1.579871249,1.113158586
37724,2002,Small,1.096485236,1.16344516,0.911376184,1.602167814,1.133654734
37724,2002,All,1.09114863,1.145013094,0.897133131,1.591656633,1.122735281
37725,2002,Big,1.06603311,0.998725436,0.869703776,1.579783613,1.113371956
37725,2002,Small,1.097620249,1.162861316,0.911506304,1.602925476,1.134808113
37725,2002,All,1.092477709,1.144104999,0.897245194,1.592017073,1.123381002
37726,2002,Big,1.065176502,1.00275225,0.870063688,1.579709306,1.11403528
37726,2002,Small,1.098479079,1.161299805,0.911110609,1.603340943,1.134156876
37726,2002,All,1.093062071,1.143067965,0.897099251,1.592207273,1.123430113
37727,2002,Big,1.064767515,1.002908963,0.869457008,1.580025321,1.115252475
37727,2002,Small,1.099229927,1.163529843,0.911327444,1.604149927,1.134817484
37727,2002,All,1.093643892,1.145087602,0.897037838,1.592788367,1.124379837
37923,2003,Big,1.555143956,1.249968789,0.920860813,1.552127025,0.923170314
37923,2003,Small,0.894123354,0.896413618,0.799731806,1.406135353,1.181564282
37923,2003,All,1.045833001,0.95533948,0.8340136,1.476714108,1.05413712
37924,2003,Big,0.782737292,0.932430957,0.880497604,1.419389554,0.94190305
37924,2003,Small,0.955925289,0.986851697,0.770252592,1.468518163,1.205465351
37924,2003,All,0.92650339,0.982119459,0.806444784,1.444798573,1.05979274
37925,2003,Big,0.894668615,0.777940543,0.859279757,1.451681123,1.039463928
37925,2003,Small,1.017442263,0.938749607,0.78221559,1.479421065,1.161436757
37925,2003,All,0.999658893,0.926137131,0.806954939,1.466385594,1.095823787
37926,2003,Big,0.781142621,0.657176628,0.865688342,1.479078914,1.030200485
37926,2003,Small,1.010917031,0.987560108,0.798915265,1.480762106,1.174024219
37926,2003,All,0.980051812,0.956173677,0.82139509,1.479967265,1.098050884
37927,2003,Big,0.893170929,0.57910531,0.890682028,1.490074662,1.053115901
37927,2003,Small,1.022084482,1.031206678,0.834356504,1.508499979,1.094303316
37927,2003,All,1.00503672,0.992455132,0.853289453,1.499880955,1.07219604
37928,2003,Big,0.889413982,0.540292368,0.88820938,1.489194053,1.054226306
37928,2003,Small,1.023285323,1.020514458,0.836931141,1.494402701,1.086609338
37928,2003,All,1.005314909,0.977398543,0.85414233,1.491971666,1.06915887
37929,2003,Big,0.995217251,0.624545391,0.876096742,1.464853472,1.05870587
37929,2003,Small,1.050090385,0.990091789,0.834069618,1.500568587,1.09101203
37929,2003,All,1.042720226,0.955513076,0.848391797,1.483652449,1.073269378
37930,2003,Big,0.971309095,0.624545391,0.856972718,1.463599744,1.051899242
37930,2003,Small,1.056198765,1.006562775,0.825202602,1.505485369,1.098931355
37930,2003,All,1.044353695,0.972627221,0.836154479,1.485718041,1.073233396
37931,2003,Big,1.033193037,0.742369982,0.861766534,1.470911426,1.083975737
37931,2003,Small,1.069058164,1.013039037,0.823594344,1.502113919,1.114163364
37931,2003,All,1.063950699,0.985794449,0.836693907,1.487331196,1.097858116
37932,2003,Big,1.033342194,0.744403249,0.848231959,1.469687275,1.082276346
37932,2003,Small,1.083789984,1.01672268,0.819447491,1.506698273,1.110602206
37932,2003,All,1.076637796,0.988237384,0.829291164,1.489136932,1.095266303
37933,2003,Big,1.034272279,0.73808192,0.859277545,1.477581693,1.074366856
37933,2003,Small,1.082400889,1.079853529,0.836982862,1.511198791,1.100320836
37933,2003,All,1.075940878,1.044414997,0.844521459,1.495287496,1.086569672
37934,2003,Big,0.978485357,0.855603981,0.870839124,1.467017967,1.056962482
37934,2003,Small,1.08703855,1.10714113,0.847647119,1.501866636,1.102202837
37934,2003,All,1.07155749,1.07870993,0.855569303,1.485491767,1.077758452
37935,2003,Big,0.963624806,0.832479549,0.866957292,1.464695263,1.063950286
37935,2003,Small,1.076909245,1.119662906,0.849509027,1.49835328,1.107070867
37935,2003,All,1.06111212,1.088038548,0.855453015,1.482466344,1.084068821
37936,2003,Big,0.979869814,0.832479549,0.864221595,1.472216184,1.073059178
37936,2003,Small,1.08375449,1.117879826,0.851148161,1.504528358,1.097836353
37936,2003,All,1.069721789,1.087880365,0.855566258,1.489333228,1.084721848
37937,2003,Big,0.96585554,0.857834436,0.865322935,1.476423596,1.077721819
37937,2003,Small,1.094575108,1.144772095,0.853371941,1.516924626,1.091081222
37937,2003,All,1.076827038,1.113175887,0.857421879,1.497767267,1.084009291
37938,2003,Big,0.938998951,0.909869557,0.863500744,1.492651212,1.088563634
37938,2003,Small,1.083695385,1.170865373,0.854372239,1.510973199,1.090360386
37938,2003,All,1.063998489,1.141832235,0.857452952,1.502372422,1.089412729
37939,2003,Big,0.931051871,0.866533699,0.864875917,1.489503046,1.091908082
37939,2003,Small,1.089070901,1.165459123,0.859240939,1.512879682,1.090693958
37939,2003,All,1.067319022,1.131725639,0.861154896,1.501841722,1.091339983
37940,2003,Big,0.947605139,0.934087697,0.862253728,1.483723414,1.080860065
37940,2003,Small,1.088435896,1.156392191,0.862648741,1.516892288,1.092569055
37940,2003,All,1.06972755,1.131640763,0.862514391,1.501303021,1.086369686
37941,2003,Big,0.953289105,0.938485584,0.858931847,1.483476605,1.077423594
37941,2003,Small,1.093612294,1.170134027,0.863771136,1.520002348,1.083291849
37941,2003,All,1.074712029,1.144643754,0.862125925,1.50275673,1.080203598
37942,2003,Big,0.957587605,0.957189814,0.860007328,1.488126402,1.075040465
37942,2003,Small,1.089018833,1.168672636,0.866821503,1.524057625,1.0895921
37942,2003,All,1.071301388,1.145598134,0.864517229,1.507052086,1.081970483
37943,2003,Big,0.977911665,0.950470805,0.86291071,1.482066458,1.074479372
37943,2003,Small,1.08135726,1.168137163,0.866807086,1.522882985,1.099666258
37943,2003,All,1.067279694,1.144674937,0.865487983,1.503519934,1.086468299
37944,2003,Big,0.97818548,0.976577414,0.86815167,1.486187917,1.078774014
37944,2003,Small,1.079010184,1.157558504,0.8663176,1.525756345,1.091594404
37944,2003,All,1.065348388,1.138638459,0.866940155,1.506962625,1.08491043
37945,2003,Big,0.99187917,0.980001815,0.868309014,1.489571829,1.085834023
37945,2003,Small,1.069227546,1.148339219,0.869194942,1.534918931,1.086825747
37945,2003,All,1.058948692,1.130526457,0.868893691,1.5133803,1.086307003
37946,2003,Big,0.991377312,0.951344733,0.869197615,1.490790315,1.094609783
37946,2003,Small,1.065121731,1.149703926,0.869107141,1.533159182,1.089140093
37946,2003,All,1.055224628,1.128484836,0.869138067,1.512978182,1.092007078
37947,2003,Big,1.010090416,0.91222528,0.869974776,1.498291511,1.091789163
37947,2003,Small,1.071629644,1.148956032,0.866557834,1.533266638,1.082362162
37947,2003,All,1.063358058,1.124573975,0.867731397,1.516644288,1.087304081
37948,2003,Big,1.013259261,0.930619827,0.877204481,1.503535521,1.093048865
37948,2003,Small,1.077848322,1.150724099,0.864658556,1.530481775,1.086641077
37948,2003,All,1.069182871,1.128153293,0.868984818,1.517653591,1.090000074
37949,2003,Big,1.025445797,0.912360854,0.881222927,1.50457043,1.089255345
37949,2003,Small,1.070396357,1.152702098,0.862879113,1.529003756,1.078966519
37949,2003,All,1.064345995,1.128338739,0.869202088,1.517392546,1.084354175
37950,2003,Big,1.031537263,0.934543401,0.878713715,1.508480235,1.090077885
37950,2003,Small,1.066247107,1.147329179,0.864441187,1.529783952,1.077230049
37950,2003,All,1.061596731,1.1257505,0.86939728,1.519659369,1.083960429
37951,2003,Big,1.016683392,0.932650278,0.875589838,1.512949853,1.089767782
37951,2003,Small,1.074265078,1.142461541,0.86296417,1.532532163,1.070608583
37951,2003,All,1.066495561,1.12096337,0.867361655,1.523184687,1.08070081
37952,2003,Big,1.022637782,0.933962382,0.874110469,1.517026603,1.098555208
37952,2003,Small,1.071691216,1.145571857,0.864097872,1.534402033,1.081032049
37952,2003,All,1.065140851,1.12438459,0.867576157,1.526119634,1.090306619
37953,2003,Big,1.018131084,0.947134435,0.87439394,1.517943778,1.098344521
37953,2003,Small,1.071065399,1.144119039,0.862705548,1.536812997,1.083640186
37953,2003,All,1.06398057,1.124481189,0.866783137,1.527827229,1.091441294
37954,2003,Big,1.000053926,0.964894978,0.875943019,1.5222443,1.089589702
37954,2003,Small,1.077621617,1.146097682,0.863885929,1.540343586,1.091844945
37954,2003,All,1.067294052,1.12791398,0.868090534,1.531724956,1.090650417
37955,2003,Big,0.986945373,0.956653722,0.874600011,1.516349828,1.089149199
37955,2003,Small,1.07472321,1.139094944,0.866953757,1.539509378,1.090450241
37955,2003,All,1.063220656,1.12090136,0.869617559,1.52847464,1.089761784
37956,2003,Big,0.987324982,0.956653722,0.878107815,1.5177781,1.088934604
37956,2003,Small,1.076217317,1.137093555,0.867176324,1.538244026,1.093716004
37956,2003,All,1.06456923,1.11920855,0.870994443,1.528491995,1.091179242
37957,2003,Big,0.977571463,0.962766434,0.87544714,1.514524285,1.089317363
37957,2003,Small,1.074097622,1.130862852,0.866604609,1.538150489,1.091309987
37957,2003,All,1.061603712,1.114388135,0.869692027,1.526915774,1.090250864
37958,2003,Big,0.984428697,0.964056553,0.873925223,1.511131462,1.090640651
37958,2003,Small,1.068063759,1.13537246,0.865159619,1.535744497,1.09262941
37958,2003,All,1.057345543,1.118665321,0.868216974,1.524014395,1.091575375
37959,2003,Big,0.985708222,1.028022973,0.870886333,1.508457342,1.088764848
37959,2003,Small,1.06990848,1.139213858,0.8670005,1.539769417,1.097890453
37959,2003,All,1.059126643,1.128217571,0.868357919,1.524842331,1.09306683
37960,2003,Big,0.992189518,1.022959105,0.867871883,1.509048488,1.089927757
37960,2003,Small,1.07162775,1.133313542,0.866465556,1.538954985,1.096917575
37960,2003,All,1.061387258,1.122464397,0.866956842,1.524698656,1.093235123
37961,2003,Big,0.990775577,0.985822972,0.868932951,1.513941315,1.087888867
37961,2003,Small,1.070223665,1.127604526,0.869310081,1.540236561,1.09729129
37961,2003,All,1.0598855,1.113587333,0.869177987,1.527690044,1.09234767
37962,2003,Big,0.990371175,0.990846845,0.868690869,1.516744072,1.092520799
37962,2003,Small,1.067308383,1.124035601,0.871180485,1.541068562,1.095841733
37962,2003,All,1.057281211,1.111061073,0.870308966,1.529460535,1.094091678
37963,2003,Big,0.988476124,0.979281378,0.86777175,1.517965483,1.091350027
37963,2003,Small,1.067780486,1.132832973,0.872585422,1.541575634,1.09824457
37963,2003,All,1.057412405,1.117408646,0.870905524,1.530311028,1.094613269
37964,2003,Big,0.987352322,0.979281378,0.868350366,1.518833963,1.091083798
37964,2003,Small,1.067327059,1.133365946,0.872140172,1.54090458,1.093833391
37964,2003,All,1.056973605,1.118141817,0.870820071,1.530390265,1.092386715
37965,2003,Big,0.979491669,0.993972419,0.866110895,1.519138374,1.092720285
37965,2003,Small,1.071156262,1.129723536,0.875223171,1.540202978,1.103623005
37965,2003,All,1.059458199,1.116318186,0.872049215,1.530192927,1.097876891
37966,2003,Big,0.972911353,1.011694164,0.86448961,1.518991389,1.089750635
37966,2003,Small,1.069509657,1.1351819,0.87670542,1.536454347,1.10109508
37966,2003,All,1.057178934,1.123091469,0.872456413,1.528163588,1.095103035
37967,2003,Big,0.973044959,1.011694164,0.862567228,1.520008456,1.08861453
37967,2003,Small,1.071154011,1.139237123,0.876318564,1.53716658,1.102382843
37967,2003,All,1.058692548,1.126842998,0.871536458,1.529019541,1.09511758
37968,2003,Big,0.978840384,1.068120377,0.862050784,1.523863336,1.085382524
37968,2003,Small,1.074638958,1.141840202,0.87684006,1.537566738,1.099585302
37968,2003,All,1.062442984,1.134601181,0.871712252,1.531062445,1.092106507
37969,2003,Big,0.972323879,1.083983337,0.863416354,1.526031463,1.086883918
37969,2003,Small,1.07493959,1.134937259,0.877629584,1.538606253,1.096443708
37969,2003,All,1.062027176,1.129939817,0.872696911,1.532655676,1.091410176
37970,2003,Big,0.964141096,1.11061637,0.863165748,1.527365615,1.086749024
37970,2003,Small,1.07615343,1.137881903,0.878674354,1.540103917,1.101910713
37970,2003,All,1.062025159,1.135207784,0.873308612,1.534086404,1.0939562
37971,2003,Big,0.962060822,1.132812145,0.863783793,1.529087142,1.085736105
37971,2003,Small,1.073535536,1.140167536,0.880088151,1.539218452,1.100866892
37971,2003,All,1.059342894,1.139449802,0.874432182,1.534431334,1.092926667
37972,2003,Big,0.967693263,1.152867499,0.862350698,1.527346982,1.08550308
37972,2003,Small,1.075635259,1.136412505,0.88109066,1.540065318,1.107460493
37972,2003,All,1.062014295,1.138013728,0.874604321,1.534053519,1.095934766
37973,2003,Big,0.958131039,1.158227494,0.861900587,1.526927078,1.084066289
37973,2003,Small,1.075169689,1.130342239,0.882033313,1.537732358,1.099835229
37973,2003,All,1.060269818,1.133076282,0.875072654,1.532617697,1.091581235
37974,2003,Big,0.952099921,1.161078219,0.862378211,1.528549227,1.08785761
37974,2003,Small,1.07438888,1.127128352,0.881901713,1.540693642,1.102755863
37974,2003,All,1.058761791,1.130452784,0.875144835,1.53494067,1.094948856
37975,2003,Big,0.949974301,1.146148119,0.861845879,1.531711111,1.086761095
37975,2003,Small,1.074371392,1.131820747,0.885279843,1.537398957,1.09689536
37975,2003,All,1.058665915,1.133229916,0.877202165,1.534704505,1.091602402
37976,2003,Big,0.950282356,1.176860418,0.86333069,1.533197464,1.085133703
37976,2003,Small,1.074911517,1.133786037,0.888251017,1.538296523,1.096909962
37976,2003,All,1.05910835,1.138025925,0.879660178,1.535880444,1.090760616
37977,2003,Big,0.945652034,1.172936394,0.863635348,1.535296149,1.084497907
37977,2003,Small,1.075221466,1.138579875,0.890011448,1.539177204,1.100294026
37977,2003,All,1.058858025,1.14190978,0.880945731,1.537340166,1.092046069
37978,2003,Big,0.945652034,1.168987113,0.863190042,1.5342039,1.084954546
37978,2003,Small,1.077307288,1.135133415,0.890229666,1.538840396,1.100792431
37978,2003,All,1.060793437,1.138401061,0.880970817,1.536651907,1.092544235
37980,2003,Big,0.951895702,1.141074086,0.862573965,1.531743462,1.08672308
37980,2003,Small,1.073730847,1.138345452,0.890326141,1.542669503,1.102620801
37980,2003,All,1.058457692,1.138608463,0.8808383,1.537512031,1.094365651
37981,2003,Big,0.958670983,1.139991569,0.863141172,1.532163724,1.087494979
37981,2003,Small,1.07384251,1.145659628,0.8905005,1.541529536,1.099811768
37981,2003,All,1.059323023,1.145112586,0.881144945,1.537109297,1.093405398
37982,2003,Big,0.952242403,1.128490412,0.86245216,1.528685303,1.087241555
37982,2003,Small,1.073939903,1.153503424,0.894058387,1.541424581,1.10281642
37982,2003,All,1.058643901,1.151098617,0.88329277,1.53541543,1.09472112
37983,2003,Big,0.953985769,1.11533288,0.862177813,1.527596977,1.0861827
37983,2003,Small,1.07220673,1.149638646,0.894070504,1.54076943,1.10334961
37983,2003,All,1.057367446,1.146347656,0.883200603,1.534553006,1.09442317
37984,2003,Big,0.960742261,1.104449438,0.861857578,1.527808929,1.085722151
37984,2003,Small,1.070034809,1.151405612,0.892595314,1.540825206,1.104744587
37984,2003,All,1.056265478,1.146887162,0.882152445,1.534702971,1.094874292
37985,2003,Big,0.960036918,1.103297611,0.863475461,1.527636021,1.09051629
37985,2003,Small,1.068911091,1.155142752,0.892845456,1.543095373,1.105069496
37985,2003,All,1.055328348,1.150161931,0.882880409,1.53583459,1.097512581
37986,2003,Big,0.954565058,1.104544523,0.863279949,1.528071849,1.093978158
37986,2003,Small,1.066713162,1.155368139,0.892946499,1.542401918,1.104320762
37986,2003,All,1.052691658,1.150472744,0.882874934,1.535674676,1.098950176
37988,2003,Big,0.9567864,1.110172978,0.861989087,1.527018602,1.0936434
37988,2003,Small,1.0684664,1.15839537,0.892675224,1.541629979,1.10268246
37988,2003,All,1.054559345,1.153792567,0.88226655,1.534767869,1.097987748
37989,2003,Big,0.957467625,1.094822268,0.862006517,1.52831933,1.098139233
37989,2003,Small,1.070569554,1.162531829,0.891533641,1.542601332,1.098684542
37989,2003,All,1.056482455,1.156105901,0.88151878,1.535893194,1.098401512
37990,2003,Big,0.957159256,1.088160585,0.862057937,1.528991364,1.097232903
37990,2003,Small,1.071692518,1.161586373,0.891825004,1.544088957,1.103217726
37990,2003,All,1.05750805,1.154653549,0.881730199,1.536998219,1.100108046
37991,2003,Big,0.960332154,1.093543028,0.862108652,1.530036579,1.096788843
37991,2003,Small,1.070553559,1.165047186,0.892003522,1.542121104,1.104191872
37991,2003,All,1.057019131,1.158278225,0.881875567,1.536447102,1.100345054
37992,2003,Big,0.967182553,1.099429694,0.860290042,1.530604528,1.09582773
37992,2003,Small,1.067778608,1.159891329,0.891644072,1.540170276,1.101408184
37992,2003,All,1.055358014,1.154127899,0.88100208,1.535683254,1.09851224
38049,2003,Big,0.980374726,1.11071951,0.863729173,1.547112129,1.097269453
38049,2003,Small,1.084821762,1.170287252,0.892901085,1.563588548,1.131456003
38049,2003,All,1.072528626,1.164736932,0.883039648,1.555804218,1.113919959
37993,2003,Big,0.962039329,1.093847675,0.860760455,1.53120902,1.096632562
37993,2003,Small,1.068971866,1.157778888,0.892682252,1.540988002,1.102504133
37993,2003,All,1.055850427,1.151706481,0.881816785,1.536407266,1.099453729
38082,2003,Big,0.985366303,1.113480713,0.866018015,1.553569875,1.104302157
38082,2003,Small,1.082477595,1.178415699,0.892492218,1.570550387,1.126412721
38082,2003,All,1.071007982,1.172188458,0.88343879,1.562522863,1.115041204
37994,2003,Big,0.968817326,1.08363785,0.858451688,1.530830052,1.095178351
37994,2003,Small,1.067568581,1.154941768,0.892811592,1.540807284,1.103513694
37994,2003,All,1.055448393,1.148126473,0.881152287,1.536135817,1.099189653
37995,2003,Big,0.96735905,1.08363785,0.859797487,1.531003043,1.095511742
37995,2003,Small,1.068430019,1.156662953,0.892224662,1.540779335,1.10311649
37995,2003,All,1.056057261,1.1497056,0.88120912,1.536201921,1.099172531
37996,2003,Big,0.961974282,1.070650147,0.860386294,1.532029997,1.095147438
37996,2003,Small,1.069702178,1.155164514,0.891807245,1.541186919,1.10181996
37996,2003,All,1.056524424,1.147197242,0.881154237,1.536897099,1.098367758
37997,2003,Big,0.964676038,1.080552775,0.860154587,1.531454356,1.093812887
37997,2003,Small,1.068978551,1.152455983,0.891427852,1.542077234,1.100596133
37997,2003,All,1.056138581,1.145735416,0.880821929,1.537100366,1.097081415
37998,2003,Big,0.962347384,1.082681948,0.860435997,1.531207539,1.09366251
37998,2003,Small,1.072643626,1.153014186,0.891640459,1.543782758,1.104354438
37998,2003,All,1.059069457,1.146466242,0.881062485,1.53788558,1.098814084
37999,2003,Big,0.96593877,1.080024672,0.861760106,1.530003593,1.093973452
37999,2003,Small,1.070191015,1.152926463,0.891087406,1.54445767,1.10234466
37999,2003,All,1.057328963,1.14616679,0.881158927,1.537681704,1.098020564
38000,2003,Big,0.972154117,1.066584667,0.862664186,1.530717043,1.092274467
38000,2003,Small,1.072409066,1.153090017,0.891645317,1.544266916,1.104466352
38000,2003,All,1.060100846,1.145061077,0.881850807,1.537911872,1.098171433
38001,2003,Big,0.969559286,1.075257165,0.862179895,1.531282737,1.093997317
38001,2003,Small,1.073718428,1.154787313,0.891395234,1.548328704,1.106977443
38001,2003,All,1.0609684,1.147392089,0.881537832,1.540323987,1.100278322
38002,2003,Big,0.980376471,1.079388813,0.861050082,1.532058207,1.093352614
38002,2003,Small,1.073391889,1.156063667,0.891926396,1.549367847,1.108748047
38002,2003,All,1.062011014,1.148869484,0.881515933,1.54124209,1.100804819
38003,2003,Big,0.975099445,1.078460088,0.859890895,1.531293849,1.093430674
38003,2003,Small,1.074608554,1.164135249,0.892380116,1.548807375,1.109888001
38003,2003,All,1.06243601,1.156084214,0.881415974,1.540581611,1.101386494
38004,2003,Big,0.972553773,1.083177719,0.859320348,1.532788087,1.097547265
38004,2003,Small,1.074162915,1.163530851,0.891690359,1.547349365,1.10936842
38004,2003,All,1.061749128,1.156025146,0.880751662,1.540509597,1.103267758
38005,2003,Big,0.975385795,1.092198498,0.858971042,1.531959934,1.09584716
38005,2003,Small,1.075359894,1.159326057,0.892059818,1.548239943,1.110040981
38005,2003,All,1.06315871,1.153068773,0.880880267,1.540584222,1.102713023
38006,2003,Big,0.977005544,1.088952283,0.859542331,1.533402014,1.099015065
38006,2003,Small,1.07758402,1.157874102,0.892394315,1.546516009,1.111002554
38006,2003,All,1.065323962,1.151461746,0.881317725,1.540351241,1.10481225
38007,2003,Big,0.984731878,1.084002884,0.859800177,1.534668151,1.098982358
38007,2003,Small,1.077683121,1.15624245,0.89191771,1.546935072,1.111073018
38007,2003,All,1.066309922,1.149561774,0.881088782,1.541168132,1.104835427
38008,2003,Big,0.983728249,1.077700928,0.85996611,1.533743583,1.0984544
38008,2003,Small,1.07595415,1.157320634,0.893348404,1.547251025,1.113360859
38008,2003,All,1.064686668,1.149882629,0.882085478,1.540904608,1.105680956
38009,2003,Big,0.982374881,1.08629447,0.859548437,1.534622754,1.096752205
38009,2003,Small,1.077278194,1.156600156,0.893314035,1.548080057,1.112920432
38009,2003,All,1.065683015,1.150031704,0.881921769,1.541761281,1.104602022
38010,2003,Big,0.982611558,1.067310769,0.859717261,1.534207409,1.0976845
38010,2003,Small,1.076380633,1.157920239,0.89310471,1.547891051,1.113570414
38010,2003,All,1.064967348,1.149450184,0.881842522,1.541455462,1.1053854
38011,2003,Big,0.983150746,1.076035033,0.860037223,1.535870386,1.098072269
38011,2003,Small,1.07855125,1.158411179,0.89435492,1.549443709,1.114633914
38011,2003,All,1.06695643,1.150671469,0.882766139,1.543061527,1.106117818
38012,2003,Big,0.984189078,1.073560717,0.860728359,1.537493165,1.097974611
38012,2003,Small,1.077975113,1.160725041,0.893794943,1.550185486,1.116103088
38012,2003,All,1.066612323,1.15255231,0.882615478,1.54421637,1.106774466
38013,2003,Big,0.985987197,1.083591873,0.8611893,1.538625755,1.096789868
38013,2003,Small,1.080707145,1.1598268,0.892543293,1.549939699,1.118520678
38013,2003,All,1.069202977,1.152682106,0.881945563,1.544614198,1.107350053
38014,2003,Big,0.988221579,1.076949706,0.862494969,1.540704035,1.097188072
38014,2003,Small,1.080367349,1.158375049,0.891627384,1.549815745,1.119205365
38014,2003,All,1.069140424,1.150745381,0.881782252,1.545529592,1.107893098
38015,2003,Big,0.985931205,1.069259615,0.863657956,1.54384235,1.096738545
38015,2003,Small,1.081732471,1.160274108,0.89135589,1.551884016,1.116782706
38015,2003,All,1.070076481,1.151710078,0.882006379,1.548104577,1.106501698
38016,2003,Big,0.983739532,1.069259615,0.864644453,1.543827336,1.095901606
38016,2003,Small,1.081885756,1.162785623,0.890782591,1.550693721,1.116122885
38016,2003,All,1.069925804,1.154025318,0.881956413,1.547469231,1.105747358
38017,2003,Big,0.983006466,1.074877766,0.863166408,1.543048468,1.093432537
38017,2003,Small,1.081165637,1.162801813,0.889771944,1.553119393,1.115791817
38017,2003,All,1.069258675,1.154612485,0.880794948,1.548390741,1.104338646
38018,2003,Big,0.983376987,1.06639976,0.864511577,1.544574892,1.095943873
38018,2003,Small,1.081959549,1.163109896,0.889990744,1.553161016,1.117816676
38018,2003,All,1.069995058,1.154181984,0.881399547,1.549132481,1.106616484
38019,2003,Big,0.984006201,1.068261797,0.864282621,1.545985164,1.095829782
38019,2003,Small,1.080277156,1.163368472,0.890036333,1.554383894,1.120867568
38019,2003,All,1.068629365,1.154585902,0.881353942,1.550440081,1.108065704
38020,2003,Big,0.985736072,1.06001818,0.863396951,1.546043669,1.096750544
38020,2003,Small,1.081779211,1.162685126,0.889939682,1.553295357,1.122513918
38020,2003,All,1.070167689,1.153140338,0.880997389,1.549891543,1.109335576
38021,2003,Big,0.983409958,1.059520073,0.863131405,1.545475588,1.096515305
38021,2003,Small,1.082104006,1.161563934,0.891341898,1.55270449,1.122752997
38021,2003,All,1.070143876,1.152048885,0.881833487,1.549307818,1.109362727
38022,2003,Big,0.98497366,1.07031015,0.8635074,1.548189747,1.097810008
38022,2003,Small,1.083625854,1.165135774,0.890662665,1.552586878,1.124632383
38022,2003,All,1.071710962,1.156261629,0.881503639,1.550517677,1.110916641
38023,2003,Big,0.985842187,1.074157643,0.863375009,1.547567795,1.096368441
38023,2003,Small,1.083537412,1.165766937,0.890999814,1.552600657,1.124869703
