date,atb3_pps,c3_pps,mid_pps,ra_pps,paint_pps
36831.0,1.07296875,1.3338591549295773,0.86350303030303033,1.5204370257966615,0.97633667953667946
36832.0,1.0374626865671641,1.2625321100917433,0.8543864406779661,1.5431911911911913,1.0169735357917571
36833.0,1.0466666666666669,1.2861951219512195,0.8580756218905472,1.5523069838833461,1.0229146496815287
36834.0,1.0284802431610942,1.2519792746113989,0.84885656565656564,1.5175041217501588,1.0238375161707634
36835.0,1.0256616052060736,1.2110503597122304,0.85555482721767007,1.5230758377425044,1.0092773960216999
36836.0,1.0289626556016598,1.2036610169491524,0.85594299550328601,1.5286694843617921,1.0098872483221475
36837.0,1.0290645463049579,1.1820547112462008,0.85344070021881835,1.527438596491228,1.016125153374233
36838.0,1.0108173477898248,1.1778461538461538,0.85238735891647854,1.5208934566632408,1.0148555555555556
36839.0,1.0172068230277185,1.1696953642384105,0.85177749469214437,1.5299285925051638,1.0283130830489193
36840.0,1.0182583170254402,1.2012908366533865,0.85390879590093938,1.5254337187415972,1.0224637168141593
36841.0,1.0174551971326165,1.2140369003690037,0.85630924369747907,1.5339085487077535,1.0244190476190478
36842.0,1.0147078099399236,1.2210684039087947,0.85004118673647466,1.5398760864720302,1.0263434969853575
36843.0,1.0114241486068112,1.1937247706422018,0.84749521276595752,1.5455959553402148,1.027460186310247
36844.0,1.013756345177665,1.1896626506024097,0.84725228758169935,1.5446643313414383,1.0218396196513471
36845.0,1.0197340177321512,1.185290322580645,0.84493065204143813,1.5511590214067277,1.0187193020719738
36846.0,1.0213494809688581,1.1891612903225808,0.84766221968290234,1.5506472054111784,1.0178561949898441
36847.0,1.0254936501433838,1.1892281134401972,0.84536070948669706,1.5534193984454208,1.0150425978987583
36848.0,1.0249748743718594,1.1848548931383578,0.84589901440485216,1.5552416971237883,1.0118134851663172
36849.0,1.0260559340265327,1.1677500000000001,0.84622758783305829,1.5512882562277581,1.0168444815123714
36850.0,1.0286086956521738,1.164973630831643,0.84716807297605468,1.5513072593447828,1.0163421095666394
36851.0,1.0289949748743719,1.1625365853658536,0.8448003526948088,1.5508834612700628,1.0223985267034992
