gameid,teamid,location
20901020,1610612766,away
20901021,1610612755,away
20901022,1610612739,away
20901023,1610612738,away
20901024,1610612744,away
20901025,1610612762,away
20901026,1610612764,away
20901027,1610612749,away
20901028,1610612750,away
20901029,1610612741,away
20901030,1610612766,away
20901031,1610612761,away
20901032,1610612744,away
20901033,1610612738,away
20901034,1610612749,away
20901035,1610612740,away
20901036,1610612745,away
20901037,1610612760,away
20901038,1610612759,away
20901039,1610612758,away
20901040,1610612765,away
20901041,1610612764,away
20901042,1610612757,away
20901043,1610612753,away
20901044,1610612748,away
20901045,1610612745,away
20901046,1610612737,away
20901047,1610612761,away
20901048,1610612742,away
20901049,1610612759,away
20901050,1610612738,away
20901051,1610612763,away
20901052,1610612756,away
20901053,1610612766,away
20901054,1610612754,away
20901055,1610612743,away
20901056,1610612746,away
20901057,1610612753,away
20901058,1610612743,away
20901059,1610612750,away
20901060,1610612764,away
20901061,1610612762,away
20901062,1610612758,away
20901063,1610612755,away
20901064,1610612739,away
20901065,1610612745,away
20901066,1610612747,away
20901067,1610612763,away
20901068,1610612748,away
20901069,1610612746,away
20901070,1610612742,away
20901071,1610612764,away
20901072,1610612762,away
20901073,1610612750,away
20901074,1610612737,away
20901075,1610612743,away
20901076,1610612758,away
20901077,1610612765,away
20901078,1610612747,away
20901079,1610612748,away
20901080,1610612739,away
20901081,1610612752,away
20901082,1610612762,away
20901083,1610612751,away
20901084,1610612757,away
20901085,1610612747,away
20901086,1610612742,away
20901087,1610612758,away
20901088,1610612763,away
20901089,1610612754,away
20901090,1610612741,away
20901091,1610612761,away
20901092,1610612743,away
20901093,1610612756,away
20901094,1610612757,away
20901095,1610612759,away
20901096,1610612744,away
20901097,1610612761,away
20901098,1610612759,away
20901099,1610612747,away
20901100,1610612743,away
20901101,1610612752,away
20901102,1610612758,away
20901103,1610612760,away
20901104,1610612756,away
20901105,1610612746,away
20901106,1610612764,away
20901107,1610612747,away
20901108,1610612755,away
20901109,1610612749,away
20901110,1610612746,away
20901111,1610612760,away
20901112,1610612748,away
20901113,1610612756,away
20901114,1610612742,away
20901115,1610612758,away
20901116,1610612764,away
20901117,1610612745,away
20901118,1610612752,away
20901119,1610612744,away
20901120,1610612753,away
20901121,1610612757,away
20901122,1610612749,away
20901123,1610612748,away
20901124,1610612741,away
20901125,1610612745,away
20901126,1610612737,away
20901127,1610612756,away
20901128,1610612740,away
20901129,1610612753,away
20901130,1610612752,away
20901131,1610612762,away
20901132,1610612761,away
20901133,1610612765,away
20901134,1610612740,away
20901135,1610612766,away
20901136,1610612748,away
20901137,1610612760,away
20901138,1610612756,away
20901139,1610612746,away
20901140,1610612757,away
20901141,1610612739,away
20901142,1610612759,away
20901143,1610612745,away
20901144,1610612763,away
20901145,1610612744,away
20901146,1610612751,away
20901147,1610612750,away
20901148,1610612752,away
20901149,1610612737,away
20901150,1610612761,away
20901151,1610612765,away
20901152,1610612744,away
20901153,1610612738,away
20901154,1610612749,away
20901155,1610612745,away
20901156,1610612760,away
20901157,1610612759,away
20901158,1610612752,away
20901159,1610612738,away
20901160,1610612737,away
20901161,1610612755,away
20901162,1610612751,away
20901163,1610612744,away
20901164,1610612766,away
20901165,1610612743,away
20901166,1610612764,away
20901167,1610612763,away
20901168,1610612762,away
20901169,1610612757,away
20901170,1610612759,away
20901171,1610612739,away
20901172,1610612746,away
20901173,1610612747,away
20901174,1610612752,away
20901175,1610612749,away
20901176,1610612761,away
20901177,1610612764,away
20901178,1610612754,away
20901179,1610612765,away
20901180,1610612747,away
20901181,1610612741,away
20901182,1610612762,away
20901183,1610612756,away
20901184,1610612766,away
20901185,1610612763,away
20901186,1610612742,away
20901187,1610612765,away
20901188,1610612751,away
20901189,1610612737,away
20901190,1610612755,away
20901191,1610612738,away
20901192,1610612759,away
20901193,1610612742,away
20901194,1610612744,away
20901195,1610612753,away
20901196,1610612757,away
20901197,1610612741,away
20901198,1610612750,away
20901199,1610612748,away
20901200,1610612760,away
20901201,1610612745,away
20901202,1610612753,away
20901203,1610612748,away
20901204,1610612761,away
20901205,1610612766,away
20901206,1610612764,away
20901207,1610612737,away
20901208,1610612750,away
20901209,1610612763,away
20901210,1610612760,away
20901211,1610612745,away
20901212,1610612742,away
20901213,1610612738,away
20901214,1610612762,away
20901215,1610612758,away
20901216,1610612743,away
20901217,1610612739,away
20901218,1610612749,away
20901219,1610612741,away
20901220,1610612759,away
20901221,1610612740,away
20901222,1610612751,away
20901223,1610612765,away
20901224,1610612763,away
20901225,1610612755,away
20901226,1610612752,away
20901227,1610612754,away
20901228,1610612747,away
20901229,1610612744,away
20901230,1610612756,away
21000001,1610612748,away
21000002,1610612756,away
21000003,1610612745,away
21000004,1610612738,away
21000005,1610612765,away
21000006,1610612748,away
21000007,1610612752,away
21000008,1610612737,away
21000009,1610612758,away
21000010,1610612749,away
21000011,1610612741,away
21000012,1610612766,away
21000013,1610612754,away
21000014,1610612762,away
21000015,1610612745,away
21000016,1610612757,away
21000017,1610612764,away
21000018,1610612756,away
21000019,1610612754,away
21000020,1610612758,away
21000021,1610612737,away
21000022,1610612739,away
21000023,1610612752,away
21000024,1610612760,away
21000025,1610612753,away
21000026,1610612749,away
21000027,1610612743,away
21000028,1610612763,away
21000029,1610612746,away
21000030,1610612747,away
21000031,1610612764,away
21000032,1610612758,away
21000033,1610612757,away
21000034,1610612755,away
21000035,1610612765,away
21000036,1610612750,away
21000037,1610612743,away
21000038,1610612766,away
21000039,1610612740,away
21000040,1610612748,away
21000041,1610612742,away
21000042,1610612762,away
21000043,1610612744,away
21000044,1610612757,away
21000045,1610612761,away
21000046,1610612759,away
21000047,1610612737,away
21000048,1610612755,away
21000049,1610612738,away
21000050,1610612750,away
21000051,1610612753,away
21000052,1610612757,away
21000053,1610612763,away
21000054,1610612765,away
21000055,1610612766,away
21000056,1610612750,away
21000057,1610612754,away
21000058,1610612749,away
21000059,1610612740,away
21000060,1610612742,away
21000061,1610612761,away
21000062,1610612759,away
21000063,1610612763,away
21000064,1610612760,away
21000065,1610612747,away
21000066,1610612752,away
21000067,1610612760,away
21000068,1610612749,away
21000069,1610612751,away
21000070,1610612739,away
21000071,1610612766,away
21000072,1610612764,away
21000073,1610612741,away
21000074,1610612737,away
21000075,1610612748,away
21000076,1610612763,away
21000077,1610612746,away
21000078,1610612762,away
21000079,1610612761,away
21000080,1610612753,away
21000081,1610612739,away
21000082,1610612751,away
21000083,1610612740,away
21000084,1610612745,away
21000085,1610612743,away
21000086,1610612746,away
21000087,1610612761,away
21000088,1610612763,away
21000089,1610612755,away
21000090,1610612756,away
21000091,1610612744,away
21000092,1610612750,away
21000093,1610612738,away
21000094,1610612757,away
21000095,1610612759,away
21000096,1610612737,away
21000097,1610612744,away
21000098,1610612743,away
21000099,1610612756,away
21000100,1610612738,away
21000101,1610612743,away
21000102,1610612739,away
21000103,1610612762,away
21000104,1610612752,away
21000105,1610612746,away
21000106,1610612765,away
21000107,1610612750,away
21000108,1610612749,away
21000109,1610612762,away
21000110,1610612766,away
21000111,1610612745,away
21000112,1610612751,away
21000113,1610612744,away
21000114,1610612742,away
21000115,1610612755,away
21000116,1610612746,away
21000117,1610612750,away
21000118,1610612738,away
21000119,1610612744,away
21000120,1610612747,away
21000121,1610612762,away
21000122,1610612745,away
21000123,1610612761,away
21000124,1610612766,away
21000125,1610612752,away
21000126,1610612755,away
21000127,1610612758,away
21000128,1610612757,away
21000129,1610612765,away
21000130,1610612762,away
21000131,1610612753,away
21000132,1610612754,away
21000133,1610612761,away
21000134,1610612764,away
21000135,1610612738,away
21000136,1610612757,away
21000137,1610612744,away
21000138,1610612755,away
21000139,1610612750,away
21000140,1610612765,away
21000141,1610612759,away
21000142,1610612745,away
21000143,1610612756,away
21000144,1610612750,away
21000145,1610612763,away
21000146,1610612740,away
21000147,1610612743,away
21000148,1610612760,away
21000149,1610612765,away
21000150,1610612751,away
21000151,1610612755,away
21000152,1610612737,away
21000153,1610612761,away
21000154,1610612757,away
21000155,1610612747,away
21000156,1610612741,away
21000157,1610612752,away
21000158,1610612756,away
21000159,1610612761,away
21000160,1610612764,away
21000161,1610612747,away
21000162,1610612746,away
21000163,1610612742,away
21000164,1610612745,away
21000165,1610612751,away
21000166,1610612741,away
21000167,1610612752,away
21000168,1610612746,away
21000169,1610612756,away
21000170,1610612743,away
21000171,1610612760,away
21000172,1610612749,away
21000173,1610612745,away
21000174,1610612763,away
21000175,1610612766,away
21000176,1610612747,away
21000177,1610612739,away
21000178,1610612759,away
21000179,1610612741,away
21000180,1610612751,away
21000181,1610612752,away
21000182,1610612756,away
21000183,1610612753,away
21000184,1610612742,away
21000185,1610612748,away
21000186,1610612760,away
21000187,1610612739,away
21000188,1610612751,away
21000189,1610612762,away
21000190,1610612752,away
21000191,1610612738,away
21000192,1610612764,away
21000193,1610612740,away
21000194,1610612744,away
21000195,1610612738,away
21000196,1610612754,away
21000197,1610612750,away
21000198,1610612756,away
21000199,1610612753,away
21000200,1610612758,away
21000201,1610612743,away
21000202,1610612740,away
21000203,1610612739,away
21000204,1610612737,away
21000205,1610612755,away
21000206,1610612766,away
21000207,1610612765,away
21000208,1610612741,away
21000209,1610612752,away
21000210,1610612749,away
21000211,1610612755,away
21000212,1610612751,away
21000213,1610612748,away
21000214,1610612765,away
21000215,1610612759,away
21000216,1610612742,away
21000217,1610612744,away
21000218,1610612741,away
21000219,1610612740,away
21000220,1610612764,away
21000221,1610612758,away
21000222,1610612745,away
21000223,1610612739,away
21000224,1610612761,away
21000225,1610612749,away
21000226,1610612755,away
21000227,1610612760,away
21000228,1610612742,away
21000229,1610612741,away
21000230,1610612746,away
21000231,1610612747,away
21000232,1610612744,away
21000233,1610612740,away
21000234,1610612737,away
21000235,1610612753,away
21000236,1610612763,away
21000237,1610612751,away
21000238,1610612744,away
21000239,1610612748,away
21000240,1610612766,away
21000241,1610612741,away
21000242,1610612737,away
21000243,1610612752,away
21000244,1610612759,away
21000245,1610612762,away
21000246,1610612757,away
21000247,1610612760,away
21000248,1610612756,away
21000249,1610612754,away
21000250,1610612764,away
21000251,1610612740,away
21000252,1610612745,away
21000253,1610612749,away
21000254,1610612738,away
21000255,1610612765,away
21000256,1610612757,away
21000257,1610612751,away
21000258,1610612747,away
21000259,1610612754,away
21000260,1610612759,away
21000261,1610612763,away
21000262,1610612760,away
21000263,1610612764,away
21000264,1610612757,away
21000265,1610612765,away
21000266,1610612753,away
21000267,1610612766,away
21000268,1610612750,away
21000269,1610612747,away
21000270,1610612749,away
21000271,1610612754,away
21000272,1610612759,away
21000273,1610612748,away
21000274,1610612756,away
21000275,1610612751,away
21000276,1610612760,away
21000277,1610612757,away
21000278,1610612755,away
21000279,1610612753,away
21000280,1610612741,away
21000281,1610612745,away
21000282,1610612752,away
21000283,1610612750,away
21000284,1610612746,away
21000285,1610612754,away
21000286,1610612742,away
21000287,1610612758,away
21000288,1610612737,away
21000289,1610612766,away
21000290,1610612745,away
21000291,1610612739,away
21000292,1610612753,away
21000293,1610612742,away
21000294,1610612738,away
21000295,1610612752,away
21000296,1610612739,away
21000297,1610612744,away
21000298,1610612740,away
21000299,1610612763,away
21000300,1610612764,away
21000301,1610612746,away
21000302,1610612761,away
21000303,1610612737,away
21000304,1610612750,away
21000305,1610612760,away
21000306,1610612748,away
21000307,1610612763,away
21000308,1610612758,away
21000309,1610612751,away
21000310,1610612743,away
21000311,1610612739,away
21000312,1610612744,away
21000313,1610612765,away
21000314,1610612756,away
21000315,1610612764,away
21000316,1610612743,away
21000317,1610612741,away
21000318,1610612761,away
21000319,1610612754,away
21000320,1610612760,away
21000321,1610612765,away
21000322,1610612744,away
21000323,1610612763,away
21000324,1610612748,away
21000325,1610612764,away
21000326,1610612747,away
21000327,1610612738,away
21000328,1610612751,away
21000329,1610612753,away
21000330,1610612766,away
21000331,1610612743,away
21000332,1610612752,away
21000333,1610612747,away
21000334,1610612765,away
21000335,1610612760,away
21000336,1610612745,away
21000337,1610612737,away
21000338,1610612757,away
21000339,1610612753,away
21000340,1610612748,away
21000341,1610612763,away
21000342,1610612754,away
21000343,1610612738,away
21000344,1610612761,away
21000345,1610612750,away
21000346,1610612762,away
21000347,1610612739,away
21000348,1610612748,away
21000349,1610612743,away
21000350,1610612740,away
21000351,1610612747,away
21000352,1610612739,away
21000353,1610612757,away
21000354,1610612753,away
21000355,1610612740,away
21000356,1610612754,away
21000357,1610612757,away
21000358,1610612749,away
21000359,1610612744,away
21000360,1610612761,away
21000361,1610612755,away
21000362,1610612747,away
21000363,1610612737,away
21000364,1610612758,away
21000365,1610612753,away
21000366,1610612750,away
21000367,1610612747,away
21000368,1610612738,away
21000369,1610612746,away
21000370,1610612741,away
21000371,1610612739,away
21000372,1610612766,away
21000373,1610612758,away
21000374,1610612745,away
21000375,1610612749,away
21000376,1610612750,away
21000377,1610612757,away
21000378,1610612764,away
21000379,1610612737,away
21000380,1610612759,away
21000381,1610612739,away
21000382,1610612748,away
21000383,1610612747,away
21000384,1610612751,away
21000385,1610612766,away
21000386,1610612746,away
21000387,1610612762,away
21000388,1610612758,away
21000389,1610612763,away
21000390,1610612756,away
21000391,1610612750,away
21000392,1610612755,away
21000393,1610612748,away
21000394,1610612752,away
21000395,1610612746,away
21000396,1610612762,away
21000397,1610612763,away
21000398,1610612750,away
21000399,1610612744,away
21000400,1610612754,away
21000401,1610612737,away
21000402,1610612747,away
21000403,1610612740,away
21000404,1610612745,away
21000405,1610612756,away
21000406,1610612753,away
21000407,1610612762,away
21000408,1610612740,away
21000409,1610612766,away
21000410,1610612742,away
21000411,1610612756,away
21000412,1610612749,away
21000413,1610612745,away
21000414,1610612750,away
21000415,1610612760,away
21000416,1610612742,away
21000417,1610612755,away
21000418,1610612751,away
21000419,1610612744,away
21000420,1610612749,away
21000421,1610612739,away
21000422,1610612765,away
21000423,1610612741,away
21000424,1610612755,away
21000425,1610612760,away
21000426,1610612762,away
21000427,1610612751,away
21000428,1610612743,away
21000429,1610612745,away
21000430,1610612759,away
21000431,1610612749,away
21000432,1610612748,away
21000433,1610612741,away
21000434,1610612738,away
21000435,1610612748,away
21000436,1610612743,away
21000437,1610612757,away
21000438,1610612756,away
21000439,1610612750,away
21000440,1610612741,away
21000441,1610612763,away
21000442,1610612737,away
21000443,1610612764,away
21000444,1610612755,away
21000445,1610612765,away
21000446,1610612753,away
21000447,1610612761,away
21000448,1610612737,away
21000449,1610612740,away
21000450,1610612742,away
21000451,1610612764,away
21000452,1610612757,away
21000453,1610612746,away
21000454,1610612755,away
21000455,1610612753,away
21000456,1610612738,away
21000457,1610612752,away
21000458,1610612749,away
21000459,1610612761,away
21000460,1610612747,away
21000461,1610612757,away
21000462,1610612744,away
21000463,1610612739,away
21000464,1610612754,away
21000465,1610612738,away
21000466,1610612743,away
21000467,1610612747,away
21000468,1610612751,away
21000469,1610612748,away
21000470,1610612755,away
21000471,1610612763,away
21000472,1610612762,away
21000473,1610612752,away
21000474,1610612759,away
21000475,1610612762,away
21000476,1610612740,away
21000477,1610612744,away
21000478,1610612764,away
21000479,1610612751,away
21000480,1610612761,away
21000481,1610612737,away
21000482,1610612765,away
21000483,1610612755,away
21000484,1610612740,away
21000485,1610612739,away
21000486,1610612744,away
21000487,1610612751,away
21000488,1610612760,away
21000489,1610612742,away
21000490,1610612758,away
21000491,1610612763,away
21000492,1610612754,away
21000493,1610612737,away
21000494,1610612738,away
21000495,1610612742,away
21000496,1610612745,away
21000497,1610612756,away
21000498,1610612763,away
21000499,1610612748,away
21000500,1610612744,away
21000501,1610612750,away
21000502,1610612755,away
21000503,1610612745,away
21000504,1610612765,away
21000505,1610612749,away
21000506,1610612759,away
21000507,1610612761,away
21000508,1610612760,away
21000509,1610612757,away
21000510,1610612737,away
21000511,1610612765,away
21000512,1610612761,away
21000513,1610612741,away
21000514,1610612749,away
21000515,1610612764,away
21000516,1610612759,away
21000517,1610612766,away
21000518,1610612744,away
21000519,1610612757,away
21000520,1610612737,away
21000521,1610612747,away
21000522,1610612743,away
21000523,1610612760,away
21000524,1610612743,away
21000525,1610612759,away
21000526,1610612741,away
21000527,1610612751,away
21000528,1610612761,away
21000529,1610612745,away
21000530,1610612762,away
21000531,1610612757,away
21000532,1610612748,away
21000533,1610612752,away
21000534,1610612739,away
21000535,1610612740,away
21000536,1610612754,away
21000537,1610612764,away
21000538,1610612749,away
21000539,1610612755,away
21000540,1610612738,away
21000541,1610612763,away
21000542,1610612753,away
21000543,1610612762,away
21000544,1610612758,away
21000545,1610612744,away
21000546,1610612750,away
21000547,1610612739,away
21000548,1610612740,away
21000549,1610612748,away
21000550,1610612752,away
21000551,1610612763,away
21000552,1610612745,away
21000553,1610612765,away
21000554,1610612749,away
21000555,1610612754,away
21000556,1610612758,away
21000557,1610612759,away
21000558,1610612756,away
21000559,1610612752,away
21000560,1610612739,away
21000561,1610612741,away
21000562,1610612742,away
21000563,1610612737,away
21000564,1610612758,away
21000565,1610612763,away
21000566,1610612759,away
21000567,1610612753,away
21000568,1610612760,away
21000569,1610612751,away
21000570,1610612752,away
21000571,1610612747,away
21000572,1610612748,away
21000573,1610612764,away
21000574,1610612753,away
21000575,1610612748,away
21000576,1610612741,away
21000577,1610612749,away
21000578,1610612765,away
21000579,1610612766,away
21000580,1610612758,away
21000581,1610612742,away
21000582,1610612740,away
21000583,1610612739,away
21000584,1610612757,away
21000585,1610612746,away
21000586,1610612751,away
21000587,1610612745,away
21000588,1610612740,away
21000589,1610612761,away
21000590,1610612758,away
21000591,1610612748,away
21000592,1610612742,away
21000593,1610612753,away
21000594,1610612739,away
21000595,1610612751,away
21000596,1610612747,away
21000597,1610612743,away
21000598,1610612756,away
21000599,1610612762,away
21000600,1610612741,away
21000601,1610612766,away
21000602,1610612749,away
21000603,1610612761,away
21000604,1610612742,away
21000605,1610612754,away
21000606,1610612758,away
21000607,1610612751,away
21000608,1610612753,away
21000609,1610612750,away
21000610,1610612760,away
21000611,1610612737,away
21000612,1610612766,away
21000613,1610612756,away
21000614,1610612762,away
21000615,1610612755,away
21000616,1610612765,away
21000617,1610612764,away
21000618,1610612763,away
21000619,1610612752,away
21000620,1610612761,away
21000621,1610612747,away
21000622,1610612760,away
21000623,1610612757,away
21000624,1610612754,away
21000625,1610612750,away
21000626,1610612755,away
21000627,1610612742,away
21000628,1610612746,away
21000629,1610612765,away
21000630,1610612761,away
21000631,1610612740,away
21000632,1610612762,away
21000633,1610612749,away
21000634,1610612756,away
21000635,1610612745,away
21000636,1610612752,away
21000637,1610612747,away
21000638,1610612758,away
21000639,1610612737,away
21000640,1610612742,away
21000641,1610612738,away
21000642,1610612756,away
21000643,1610612761,away
21000644,1610612762,away
21000645,1610612739,away
21000646,1610612759,away
21000647,1610612752,away
21000648,1610612753,away
21000649,1610612763,away
21000650,1610612754,away
21000651,1610612744,away
21000652,1610612754,away
21000653,1610612739,away
21000654,1610612765,away
21000655,1610612756,away
21000656,1610612763,away
21000657,1610612764,away
21000658,1610612749,away
21000659,1610612745,away
21000660,1610612760,away
21000661,1610612758,away
21000662,1610612759,away
21000663,1610612743,away
21000664,1610612739,away
21000665,1610612746,away
21000666,1610612766,away
21000667,1610612762,away
21000668,1610612753,away
21000669,1610612763,away
21000670,1610612755,away
21000671,1610612743,away
21000672,1610612737,away
21000673,1610612760,away
21000674,1610612746,away
21000675,1610612766,away
21000676,1610612759,away
21000677,1610612740,away
21000678,1610612748,away
21000679,1610612745,away
21000680,1610612738,away
21000681,1610612751,away
21000682,1610612763,away
21000683,1610612749,away
21000684,1610612752,away
21000685,1610612743,away
21000686,1610612765,away
21000687,1610612753,away
21000688,1610612764,away
21000689,1610612750,away
21000690,1610612738,away
21000691,1610612766,away
21000692,1610612758,away
21000693,1610612754,away
21000694,1610612764,away
21000695,1610612761,away
21000696,1610612737,away
21000697,1610612751,away
21000698,1610612745,away
21000699,1610612740,away
21000700,1610612766,away
21000701,1610612748,away
21000702,1610612738,away
21000703,1610612739,away
21000704,1610612743,away
21000705,1610612765,away
21000706,1610612740,away
21000707,1610612762,away
21000708,1610612761,away
21000709,1610612743,away
21000710,1610612739,away
21000711,1610612753,away
21000712,1610612764,away
21000713,1610612766,away
21000714,1610612749,away
21000715,1610612764,away
21000716,1610612759,away
21000717,1610612738,away
21000718,1610612745,away
21000719,1610612761,away
21000720,1610612754,away
21000721,1610612755,away
21000722,1610612766,away
21000723,1610612742,away
21000724,1610612763,away
21000725,1610612740,away
21000726,1610612757,away
21000727,1610612749,away
21000728,1610612745,away
21000729,1610612741,away
21000730,1610612748,away
21000731,1610612749,away
21000732,1610612759,away
21000733,1610612748,away
21000734,1610612757,away
21000735,1610612752,away
21000736,1610612750,away
21000737,1610612753,away
21000738,1610612746,away
21000739,1610612751,away
21000740,1610612742,away
21000741,1610612739,away
21000742,1610612760,away
21000743,1610612759,away
21000744,1610612762,away
21000745,1610612742,away
21000746,1610612737,away
21000747,1610612757,away
21000748,1610612747,away
21000749,1610612763,away
21000750,1610612765,away
21000751,1610612743,away
21000752,1610612760,away
21000753,1610612741,away
21000754,1610612746,away
21000755,1610612754,away
21000756,1610612755,away
21000757,1610612753,away
21000758,1610612738,away
21000759,1610612747,away
21000760,1610612750,away
21000761,1610612739,away
21000762,1610612745,away
21000763,1610612741,away
21000764,1610612762,away
21000765,1610612756,away
21000766,1610612755,away
21000767,1610612746,away
21000768,1610612759,away
21000769,1610612754,away
21000770,1610612761,away
21000771,1610612763,away
21000772,1610612750,away
21000773,1610612765,away
21000774,1610612766,away
21000775,1610612740,away
21000776,1610612753,away
21000777,1610612759,away
21000778,1610612749,away
21000779,1610612746,away
21000780,1610612741,away
21000781,1610612742,away
21000782,1610612743,away
21000783,1610612747,away
21000784,1610612744,away
21000785,1610612742,away
21000786,1610612751,away
21000787,1610612750,away
21000788,1610612740,away
21000789,1610612759,away
21000790,1610612757,away
21000791,1610612746,away
21000792,1610612748,away
21000793,1610612747,away
21000794,1610612749,away
21000795,1610612756,away
21000796,1610612766,away
21000797,1610612752,away
21000798,1610612759,away
21000799,1610612755,away
21000800,1610612741,away
21000801,1610612742,away
21000802,1610612754,away
21000803,1610612760,away
21000804,1610612748,away
21000805,1610612747,away
21000806,1610612764,away
21000807,1610612757,away
21000808,1610612746,away
21000809,1610612743,away
21000810,1610612758,away
21000811,1610612760,away
21000812,1610612747,away
21000813,1610612759,away
21000814,1610612737,away
21000815,1610612746,away
21000816,1610612757,away
21000817,1610612743,away
21000818,1610612748,away
21000819,1610612766,away
21000820,1610612755,away
21000821,1610612758,away
21000822,1610612762,away
21000823,1610612740,away
21000824,1610612764,away
21000825,1610612748,away
21000826,1610612751,away
21000827,1610612747,away
21000828,1610612754,away
21000829,1610612737,away
21000830,1610612746,away
21000831,1610612758,away
21000832,1610612755,away
21000833,1610612743,away
21000834,1610612744,away
21000835,1610612740,away
21000836,1610612759,away
21000837,1610612742,away
21000838,1610612761,away
21000839,1610612754,away
21000840,1610612745,away
21000841,1610612758,away
21000842,1610612750,away
21000843,1610612746,away
21000844,1610612763,away
21000845,1610612738,away
21000846,1610612737,away
21000847,1610612745,away
21000848,1610612765,away
21000849,1610612758,away
21000850,1610612764,away
21000851,1610612741,away
21000852,1610612749,away
21000853,1610612763,away
21000854,1610612746,away
21000855,1610612760,away
21000856,1610612762,away
21000857,1610612737,away
21000858,1610612747,away
21000859,1610612748,away
21000860,1610612738,away
21000861,1610612758,away
21000862,1610612762,away
21000863,1610612765,away
21000864,1610612756,away
21000865,1610612752,away
21000866,1610612764,away
21000867,1610612760,away
21000868,1610612740,away
21000869,1610612751,away
21000870,1610612737,away
21000871,1610612746,away
21000872,1610612743,away
21000873,1610612742,away
21000874,1610612762,away
21000875,1610612758,away
21000876,1610612751,away
21000877,1610612741,away
21000878,1610612738,away
21000879,1610612756,away
21000880,1610612747,away
21000881,1610612755,away
21000882,1610612744,away
21000883,1610612766,away
21000884,1610612742,away
21000885,1610612745,away
21000886,1610612763,away
21000887,1610612752,away
21000888,1610612737,away
21000889,1610612756,away
21000890,1610612741,away
21000891,1610612737,away
21000892,1610612738,away
21000893,1610612746,away
21000894,1610612744,away
21000895,1610612752,away
21000896,1610612742,away
21000897,1610612740,away
21000898,1610612759,away
21000899,1610612765,away
21000900,1610612747,away
21000901,1610612745,away
21000902,1610612741,away
21000903,1610612759,away
21000904,1610612744,away
21000905,1610612756,away
21000906,1610612750,away
21000907,1610612740,away
21000908,1610612754,away
21000909,1610612766,away
21000910,1610612757,away
21000911,1610612745,away
21000912,1610612753,away
21000913,1610612743,away
21000914,1610612761,away
21000915,1610612741,away
21000916,1610612750,away
21000917,1610612760,away
21000918,1610612744,away
21000919,1610612739,away
21000920,1610612740,away
21000921,1610612754,away
21000922,1610612756,away
21000923,1610612748,away
21000924,1610612766,away
21000925,1610612761,away
21000926,1610612750,away
21000927,1610612754,away
21000928,1610612758,away
21000929,1610612766,away
21000930,1610612743,away
21000931,1610612741,away
21000932,1610612747,away
21000933,1610612752,away
21000934,1610612764,away
21000935,1610612744,away
21000936,1610612740,away
21000937,1610612756,away
21000938,1610612763,away
21000939,1610612738,away
21000940,1610612746,away
21000941,1610612757,away
21000942,1610612762,away
21000943,1610612740,away
21000944,1610612760,away
21000945,1610612742,away
21000946,1610612745,away
21000947,1610612747,away
21000948,1610612744,away
21000949,1610612755,away
21000950,1610612749,away
21000951,1610612757,away
21000952,1610612745,away
21000953,1610612741,away
21000954,1610612744,away
21000955,1610612760,away
21000956,1610612762,away
21000957,1610612746,away
21000958,1610612752,away
21000959,1610612739,away
21000960,1610612754,away
21000961,1610612742,away
21000962,1610612765,away
21000963,1610612753,away
21000964,1610612747,away
21000965,1610612752,away
21000966,1610612743,away
21000967,1610612757,away
21000968,1610612746,away
21000969,1610612738,away
21000970,1610612754,away
21000971,1610612737,away
21000972,1610612762,away
21000973,1610612765,away
21000974,1610612758,away
21000975,1610612753,away
21000976,1610612763,away
21000977,1610612757,away
21000978,1610612746,away
21000979,1610612762,away
21000980,1610612755,away
21000981,1610612758,away
21000982,1610612747,away
21000983,1610612759,away
21000984,1610612765,away
21000985,1610612760,away
21000986,1610612766,away
21000987,1610612753,away
21000988,1610612749,away
21000989,1610612754,away
21000990,1610612750,away
21000991,1610612738,away
21000992,1610612760,away
21000993,1610612759,away
21000994,1610612746,away
21000995,1610612743,away
21000996,1610612756,away
21000997,1610612755,away
21000998,1610612744,away
21000999,1610612753,away
21001000,1610612752,away
21001001,1610612764,away
21001002,1610612742,away
21001003,1610612743,away
21001004,1610612754,away
21001005,1610612761,away
21001006,1610612760,away
21001007,1610612753,away
21001008,1610612756,away
21001009,1610612766,away
21001010,1610612750,away
21001011,1610612739,away
21001012,1610612742,away
21001013,1610612755,away
21001014,1610612741,away
21001015,1610612763,away
21001016,1610612739,away
21001017,1610612741,away
21001018,1610612743,away
21001019,1610612764,away
21001020,1610612748,away
21001021,1610612752,away
21001022,1610612766,away
21001023,1610612759,away
21001024,1610612738,away
21001025,1610612751,away
21001026,1610612744,away
21001027,1610612755,away
21001028,1610612750,away
21001029,1610612739,away
21001030,1610612743,away
21001031,1610612754,away
21001032,1610612738,away
21001033,1610612766,away
21001034,1610612755,away
21001035,1610612751,away
21001036,1610612765,away
21001037,1610612752,away
21001038,1610612758,away
21001039,1610612756,away
21001040,1610612762,away
21001041,1610612761,away
21001042,1610612744,away
21001043,1610612757,away
21001044,1610612753,away
21001045,1610612754,away
21001046,1610612738,away
21001047,1610612758,away
21001048,1610612762,away
21001049,1610612744,away
21001050,1610612761,away
21001051,1610612741,away
21001052,1610612764,away
21001053,1610612756,away
21001054,1610612754,away
21001055,1610612751,away
21001056,1610612737,away
21001057,1610612763,away
21001058,1610612748,away
21001059,1610612753,away
21001060,1610612758,away
