gameid,teamid,location
20400902,1610612748,home
20400903,1610612742,home
20400904,1610612761,home
20400905,1610612755,home
20400906,1610612753,home
20400907,1610612754,home
20400908,1610612738,home
20400909,1610612749,home
20400910,1610612762,home
20400911,1610612756,home
20400912,1610612758,home
20400913,1610612760,home
20400914,1610612748,home
20400915,1610612766,home
20400916,1610612737,home
20400917,1610612740,home
20400918,1610612759,home
20400919,1610612757,home
20400920,1610612750,home
20400921,1610612746,home
20400922,1610612758,home
20400923,1610612738,home
20400924,1610612761,home
20400925,1610612752,home
20400926,1610612753,home
20400927,1610612765,home
20400928,1610612739,home
20400929,1610612743,home
20400930,1610612764,home
20400931,1610612766,home
20400932,1610612737,home
20400933,1610612748,home
20400934,1610612763,home
20400935,1610612759,home
20400936,1610612744,home
20400937,1610612755,home
20400938,1610612739,home
20400939,1610612752,home
20400940,1610612741,home
20400941,1610612742,home
20400942,1610612758,home
20400943,1610612738,home
20400944,1610612754,home
20400945,1610612751,home
20400946,1610612737,home
20400947,1610612765,home
20400948,1610612749,home
20400949,1610612740,home
20400950,1610612745,home
20400951,1610612759,home
20400952,1610612743,home
20400953,1610612746,home
20400954,1610612748,home
20400955,1610612742,home
20400956,1610612744,home
20400957,1610612751,home
20400958,1610612737,home
20400959,1610612739,home
20400960,1610612754,home
20400961,1610612765,home
20400962,1610612763,home
20400963,1610612741,home
20400964,1610612749,home
20400965,1610612745,home
20400966,1610612759,home
20400967,1610612743,home
20400968,1610612756,home
20400969,1610612760,home
20400970,1610612755,home
20400971,1610612764,home
20400972,1610612748,home
20400973,1610612740,home
20400974,1610612742,home
20400975,1610612757,home
20400976,1610612746,home
20400977,1610612761,home
20400978,1610612765,home
20400979,1610612754,home
20400980,1610612763,home
20400981,1610612750,home
20400982,1610612743,home
20400983,1610612758,home
20400984,1610612747,home
20400985,1610612766,home
20400986,1610612752,home
20400987,1610612741,home
20400988,1610612742,home
20400989,1610612746,home
20400990,1610612739,home
20400991,1610612751,home
20400992,1610612737,home
20400993,1610612743,home
20400994,1610612762,home
20400995,1610612745,home
20400996,1610612758,home
20400997,1610612760,home
20400998,1610612761,home
20400999,1610612766,home
20401000,1610612754,home
20401001,1610612752,home
20401002,1610612755,home
20401003,1610612750,home
20401004,1610612746,home
20401005,1610612744,home
20401006,1610612753,home
20401007,1610612751,home
20401008,1610612745,home
20401009,1610612743,home
20401010,1610612762,home
20401011,1610612758,home
20401012,1610612757,home
20401013,1610612755,home
20401014,1610612738,home
20401015,1610612748,home
20401016,1610612765,home
20401017,1610612740,home
20401018,1610612759,home
20401019,1610612746,home
20401020,1610612744,home
20401021,1610612760,home
20401022,1610612751,home
20401023,1610612766,home
20401024,1610612737,home
20401025,1610612753,home
20401026,1610612765,home
20401027,1610612763,home
20401028,1610612741,home
20401029,1610612742,home
20401030,1610612743,home
20401031,1610612762,home
20401032,1610612757,home
20401033,1610612759,home
20401034,1610612750,home
20401035,1610612747,home
20401036,1610612760,home
20401037,1610612766,home
20401038,1610612753,home
20401039,1610612765,home
20401040,1610612749,home
20401041,1610612740,home
20401042,1610612741,home
20401043,1610612762,home
20401044,1610612756,home
20401045,1610612758,home
20401046,1610612757,home
20401047,1610612744,home
20401048,1610612739,home
20401049,1610612748,home
20401050,1610612763,home
20401051,1610612747,home
20401052,1610612738,home
20401053,1610612764,home
20401054,1610612766,home
20401055,1610612753,home
20401056,1610612751,home
20401057,1610612765,home
20401058,1610612749,home
20401059,1610612759,home
20401060,1610612762,home
20401061,1610612756,home
20401062,1610612757,home
20401063,1610612754,home
20401064,1610612741,home
20401065,1610612747,home
20401066,1610612755,home
20401067,1610612766,home
20401068,1610612753,home
20401069,1610612737,home
20401070,1610612752,home
20401071,1610612765,home
20401072,1610612739,home
20401073,1610612749,home
20401074,1610612745,home
20401075,1610612762,home
20401076,1610612756,home
20401077,1610612743,home
20401078,1610612760,home
20401079,1610612751,home
20401080,1610612740,home
20401081,1610612741,home
20401082,1610612759,home
20401083,1610612757,home
20401084,1610612764,home
20401085,1610612739,home
20401086,1610612749,home
20401087,1610612758,home
20401088,1610612738,home
20401089,1610612761,home
20401090,1610612737,home
20401091,1610612744,home
20401092,1610612763,home
20401093,1610612745,home
20401094,1610612764,home
20401095,1610612766,home
20401096,1610612739,home
20401097,1610612752,home
20401098,1610612737,home
20401099,1610612748,home
20401100,1610612763,home
20401101,1610612742,home
20401102,1610612762,home
20401103,1610612756,home
20401104,1610612758,home
20401105,1610612744,home
20401106,1610612738,home
20401107,1610612761,home
20401108,1610612755,home
20401109,1610612753,home
20401110,1610612754,home
20401111,1610612765,home
20401112,1610612740,home
20401113,1610612759,home
20401114,1610612750,home
20401115,1610612757,home
20401116,1610612751,home
20401117,1610612742,home
20401118,1610612747,home
20401119,1610612761,home
20401120,1610612755,home
20401121,1610612753,home
20401122,1610612752,home
20401123,1610612754,home
20401124,1610612763,home
20401125,1610612740,home
20401126,1610612749,home
20401127,1610612750,home
20401128,1610612757,home
20401129,1610612744,home
20401130,1610612760,home
20401131,1610612751,home
20401132,1610612764,home
20401133,1610612737,home
20401134,1610612739,home
20401135,1610612741,home
20401136,1610612742,home
20401137,1610612743,home
20401138,1610612756,home
20401139,1610612746,home
20401140,1610612748,home
20401141,1610612754,home
20401142,1610612758,home
20401143,1610612740,home
20401144,1610612763,home
20401145,1610612744,home
20401146,1610612761,home
20401147,1610612764,home
20401148,1610612753,home
20401149,1610612737,home
20401150,1610612741,home
20401151,1610612742,home
20401152,1610612743,home
20401153,1610612760,home
20401154,1610612747,home
20401155,1610612755,home
20401156,1610612752,home
20401157,1610612759,home
20401158,1610612756,home
20401159,1610612746,home
20401160,1610612764,home
20401161,1610612766,home
20401162,1610612765,home
20401163,1610612754,home
20401164,1610612749,home
20401165,1610612750,home
20401166,1610612745,home
20401167,1610612743,home
20401168,1610612760,home
20401169,1610612762,home
20401170,1610612755,home
20401171,1610612739,home
20401172,1610612757,home
20401173,1610612761,home
20401174,1610612764,home
20401175,1610612738,home
20401176,1610612765,home
20401177,1610612754,home
20401178,1610612741,home
20401179,1610612743,home
20401180,1610612762,home
20401181,1610612756,home
20401182,1610612747,home
20401183,1610612744,home
20401184,1610612760,home
20401185,1610612766,home
20401186,1610612737,home
20401187,1610612745,home
20401188,1610612749,home
20401189,1610612759,home
20401190,1610612756,home
20401191,1610612746,home
20401192,1610612764,home
20401193,1610612748,home
20401194,1610612765,home
20401195,1610612750,home
20401196,1610612747,home
20401197,1610612761,home
20401198,1610612751,home
20401199,1610612752,home
20401200,1610612757,home
20401201,1610612755,home
20401202,1610612753,home
20401203,1610612763,home
20401204,1610612740,home
20401205,1610612745,home
20401206,1610612762,home
20401207,1610612756,home
20401208,1610612744,home
20401209,1610612739,home
20401210,1610612751,home
20401211,1610612737,home
20401212,1610612748,home
20401213,1610612749,home
20401214,1610612741,home
20401215,1610612742,home
20401216,1610612743,home
20401217,1610612738,home
20401218,1610612761,home
20401219,1610612755,home
20401220,1610612766,home
20401221,1610612753,home
20401222,1610612752,home
20401223,1610612754,home
20401224,1610612763,home
20401225,1610612740,home
20401226,1610612750,home
20401227,1610612745,home
20401228,1610612757,home
20401229,1610612744,home
20401230,1610612758,home
20500001,1610612755,home
20500002,1610612759,home
20500003,1610612756,home
20500004,1610612761,home
20500005,1610612753,home
20500006,1610612739,home
20500007,1610612738,home
20500008,1610612751,home
20500009,1610612765,home
20500010,1610612763,home
20500011,1610612750,home
20500012,1610612741,home
20500013,1610612745,home
20500014,1610612762,home
20500015,1610612760,home
20500016,1610612743,home
20500017,1610612744,home
20500018,1610612748,home
20500019,1610612747,home
20500020,1610612761,home
20500021,1610612755,home
20500022,1610612753,home
20500023,1610612738,home
20500024,1610612752,home
20500025,1610612740,home
20500026,1610612759,home
20500027,1610612743,home
20500028,1610612746,home
20500029,1610612744,home
20500030,1610612760,home
20500031,1610612764,home
20500032,1610612751,home
20500033,1610612766,home
20500034,1610612765,home
20500035,1610612754,home
20500036,1610612763,home
20500037,1610612749,home
20500038,1610612745,home
20500039,1610612742,home
20500040,1610612762,home
20500041,1610612757,home
20500042,1610612746,home
20500043,1610612752,home
20500044,1610612756,home
20500045,1610612747,home
20500046,1610612761,home
20500047,1610612766,home
20500048,1610612748,home
20500049,1610612750,home
20500050,1610612741,home
20500051,1610612737,home
20500052,1610612749,home
20500053,1610612763,home
20500054,1610612745,home
20500055,1610612758,home
20500056,1610612755,home
20500057,1610612764,home
20500058,1610612739,home
20500059,1610612738,home
20500060,1610612751,home
20500061,1610612766,home
20500062,1610612754,home
20500063,1610612740,home
20500064,1610612750,home
20500065,1610612741,home
20500066,1610612757,home
20500067,1610612743,home
20500068,1610612737,home
20500069,1610612748,home
20500070,1610612756,home
20500071,1610612761,home
20500072,1610612764,home
20500073,1610612754,home
20500074,1610612738,home
20500075,1610612766,home
20500076,1610612739,home
20500077,1610612755,home
20500078,1610612758,home
20500079,1610612744,home
20500080,1610612757,home
20500081,1610612764,home
20500082,1610612737,home
20500083,1610612748,home
20500084,1610612751,home
20500085,1610612740,home
20500086,1610612741,home
20500087,1610612749,home
20500088,1610612756,home
20500089,1610612761,home
20500090,1610612738,home
20500091,1610612755,home
20500092,1610612753,home
20500093,1610612743,home
20500094,1610612758,home
20500095,1610612763,home
20500096,1610612762,home
20500097,1610612744,home
20500098,1610612755,home
20500099,1610612753,home
20500100,1610612739,home
20500101,1610612751,home
20500102,1610612748,home
20500103,1610612765,home
20500104,1610612750,home
20500105,1610612742,home
20500106,1610612759,home
20500107,1610612758,home
20500108,1610612746,home
20500109,1610612761,home
20500110,1610612738,home
20500111,1610612766,home
20500112,1610612740,home
20500113,1610612756,home
20500114,1610612747,home
20500115,1610612757,home
20500116,1610612744,home
20500117,1610612759,home
20500118,1610612742,home
20500119,1610612750,home
20500120,1610612739,home
20500121,1610612754,home
20500122,1610612738,home
20500123,1610612748,home
20500124,1610612740,home
20500125,1610612743,home
20500126,1610612756,home
20500127,1610612745,home
20500128,1610612758,home
20500129,1610612757,home
20500130,1610612747,home
20500131,1610612760,home
20500132,1610612755,home
20500133,1610612753,home
20500134,1610612751,home
20500135,1610612750,home
20500136,1610612742,home
20500137,1610612759,home
20500138,1610612762,home
20500139,1610612752,home
20500140,1610612761,home
20500141,1610612746,home
20500142,1610612754,home
20500143,1610612743,home
20500144,1610612760,home
20500145,1610612747,home
20500146,1610612755,home
20500147,1610612762,home
20500148,1610612758,home
20500149,1610612744,home
20500150,1610612764,home
20500151,1610612739,home
20500152,1610612763,home
20500153,1610612742,home
20500154,1610612756,home
20500155,1610612760,home
20500156,1610612737,home
20500157,1610612753,home
20500158,1610612766,home
20500159,1610612748,home
20500160,1610612765,home
20500161,1610612745,home
20500162,1610612749,home
20500163,1610612740,home
20500164,1610612758,home
20500165,1610612746,home
20500166,1610612744,home
20500167,1610612754,home
20500168,1610612747,home
20500169,1610612753,home
20500170,1610612754,home
20500171,1610612738,home
20500172,1610612748,home
20500173,1610612765,home
20500174,1610612763,home
20500175,1610612750,home
20500176,1610612759,home
20500177,1610612743,home
20500178,1610612762,home
20500179,1610612758,home
20500180,1610612756,home
20500181,1610612760,home
20500182,1610612752,home
20500183,1610612753,home
20500184,1610612766,home
20500185,1610612739,home
20500186,1610612745,home
20500187,1610612742,home
20500188,1610612749,home
20500189,1610612744,home
20500190,1610612737,home
20500191,1610612746,home
20500192,1610612747,home
20500193,1610612761,home
20500194,1610612738,home
20500195,1610612748,home
20500196,1610612743,home
20500197,1610612744,home
20500198,1610612755,home
20500199,1610612749,home
20500200,1610612750,home
20500201,1610612741,home
20500202,1610612745,home
20500203,1610612759,home
20500204,1610612762,home
20500205,1610612758,home
20500206,1610612761,home
20500207,1610612764,home
20500208,1610612737,home
20500209,1610612739,home
20500210,1610612738,home
20500211,1610612751,home
20500212,1610612752,home
20500213,1610612743,home
20500214,1610612756,home
20500215,1610612760,home
20500216,1610612744,home
20500217,1610612742,home
20500218,1610612762,home
20500219,1610612764,home
20500220,1610612737,home
20500221,1610612738,home
20500222,1610612765,home
20500223,1610612763,home
20500224,1610612740,home
20500225,1610612756,home
20500226,1610612758,home
20500227,1610612757,home
20500228,1610612747,home
20500229,1610612744,home
20500230,1610612760,home
20500231,1610612751,home
20500232,1610612741,home
20500233,1610612749,home
20500234,1610612745,home
20500235,1610612742,home
20500236,1610612759,home
20500237,1610612743,home
20500238,1610612746,home
20500239,1610612752,home
20500240,1610612756,home
20500241,1610612758,home
20500242,1610612757,home
20500243,1610612760,home
20500244,1610612747,home
20500245,1610612753,home
20500246,1610612741,home
20500247,1610612762,home
20500248,1610612746,home
20500249,1610612764,home
20500250,1610612754,home
20500251,1610612749,home
20500252,1610612763,home
20500253,1610612745,home
20500254,1610612743,home
20500255,1610612756,home
20500256,1610612758,home
20500257,1610612760,home
20500258,1610612761,home
20500259,1610612755,home
20500260,1610612753,home
20500261,1610612766,home
20500262,1610612740,home
20500263,1610612759,home
20500264,1610612762,home
20500265,1610612757,home
20500266,1610612746,home
20500267,1610612744,home
20500268,1610612754,home
20500269,1610612758,home
20500270,1610612755,home
20500271,1610612748,home
20500272,1610612739,home
20500273,1610612763,home
20500274,1610612741,home
20500275,1610612759,home
20500276,1610612762,home
20500277,1610612756,home
20500278,1610612757,home
20500279,1610612744,home
20500280,1610612764,home
20500281,1610612737,home
20500282,1610612753,home
20500283,1610612751,home
20500284,1610612766,home
20500285,1610612754,home
20500286,1610612750,home
20500287,1610612749,home
20500288,1610612742,home
20500289,1610612760,home
20500290,1610612746,home
20500291,1610612748,home
20500292,1610612746,home
20500293,1610612758,home
20500294,1610612757,home
20500295,1610612755,home
20500296,1610612752,home
20500297,1610612742,home
20500298,1610612762,home
20500299,1610612756,home
20500300,1610612764,home
20500301,1610612739,home
20500302,1610612766,home
20500303,1610612750,home
20500304,1610612741,home
20500305,1610612759,home
20500306,1610612760,home
20500307,1610612761,home
20500308,1610612755,home
20500309,1610612738,home
20500310,1610612751,home
20500311,1610612752,home
20500312,1610612765,home
20500313,1610612749,home
20500314,1610612763,home
20500315,1610612740,home
20500316,1610612742,home
20500317,1610612762,home
20500318,1610612744,home
20500319,1610612739,home
20500320,1610612750,home
20500321,1610612760,home
20500322,1610612761,home
20500323,1610612755,home
20500324,1610612737,home
20500325,1610612754,home
20500326,1610612738,home
20500327,1610612751,home
20500328,1610612765,home
20500329,1610612740,home
20500330,1610612742,home
20500331,1610612757,home
20500332,1610612747,home
20500333,1610612746,home
20500334,1610612752,home
20500335,1610612766,home
20500336,1610612739,home
20500337,1610612763,home
20500338,1610612741,home
20500339,1610612749,home
20500340,1610612759,home
20500341,1610612761,home
20500342,1610612737,home
20500343,1610612751,home
20500344,1610612742,home
20500345,1610612757,home
20500346,1610612747,home
20500347,1610612753,home
20500348,1610612738,home
20500349,1610612766,home
20500350,1610612763,home
20500351,1610612760,home
20500352,1610612739,home
20500353,1610612751,home
20500354,1610612748,home
20500355,1610612765,home
20500356,1610612749,home
20500357,1610612741,home
20500358,1610612756,home
20500359,1610612747,home
20500360,1610612755,home
20500361,1610612753,home
20500362,1610612754,home
20500363,1610612738,home
20500364,1610612752,home
20500365,1610612763,home
20500366,1610612750,home
20500367,1610612745,home
20500368,1610612743,home
20500369,1610612741,home
20500370,1610612758,home
20500371,1610612737,home
20500372,1610612753,home
20500373,1610612752,home
20500374,1610612766,home
20500375,1610612748,home
20500376,1610612765,home
20500377,1610612739,home
20500378,1610612763,home
20500379,1610612750,home
20500380,1610612749,home
20500381,1610612759,home
20500382,1610612743,home
20500383,1610612756,home
20500384,1610612760,home
20500385,1610612765,home
20500386,1610612748,home
20500387,1610612764,home
20500388,1610612753,home
20500389,1610612739,home
20500390,1610612752,home
20500391,1610612750,home
20500392,1610612742,home
20500393,1610612762,home
20500394,1610612758,home
20500395,1610612760,home
20500396,1610612744,home
20500397,1610612737,home
20500398,1610612751,home
20500399,1610612748,home
20500400,1610612765,home
20500401,1610612745,home
20500402,1610612759,home
20500403,1610612743,home
20500404,1610612746,home
20500405,1610612761,home
20500406,1610612764,home
20500407,1610612753,home
20500408,1610612766,home
20500409,1610612740,home
20500410,1610612750,home
20500411,1610612757,home
20500412,1610612747,home
20500413,1610612744,home
20500414,1610612765,home
20500415,1610612759,home
20500416,1610612743,home
20500417,1610612764,home
20500418,1610612753,home
20500419,1610612754,home
20500420,1610612751,home
20500421,1610612766,home
20500422,1610612749,home
20500423,1610612742,home
20500424,1610612758,home
20500425,1610612757,home
20500426,1610612739,home
20500427,1610612741,home
20500428,1610612740,home
20500429,1610612745,home
20500430,1610612762,home
20500431,1610612743,home
20500432,1610612760,home
20500433,1610612746,home
20500434,1610612748,home
20500435,1610612757,home
20500436,1610612747,home
20500437,1610612754,home
20500438,1610612752,home
20500439,1610612741,home
20500440,1610612743,home
20500441,1610612764,home
20500442,1610612737,home
20500443,1610612765,home
20500444,1610612763,home
20500445,1610612742,home
20500446,1610612762,home
20500447,1610612758,home
20500448,1610612761,home
20500449,1610612738,home
20500450,1610612749,home
20500451,1610612740,home
20500452,1610612750,home
20500453,1610612741,home
20500454,1610612759,home
20500455,1610612743,home
20500456,1610612756,home
20500457,1610612739,home
20500458,1610612744,home
20500459,1610612761,home
20500460,1610612738,home
20500461,1610612751,home
20500462,1610612752,home
20500463,1610612765,home
20500464,1610612763,home
20500465,1610612740,home
20500466,1610612759,home
20500467,1610612749,home
20500468,1610612743,home
20500469,1610612758,home
20500470,1610612756,home
20500471,1610612747,home
20500472,1610612764,home
20500473,1610612737,home
20500474,1610612753,home
20500475,1610612765,home
20500476,1610612739,home
20500477,1610612741,home
20500478,1610612742,home
20500479,1610612756,home
20500480,1610612746,home
20500481,1610612761,home
20500482,1610612752,home
20500483,1610612745,home
20500484,1610612758,home
20500485,1610612757,home
20500486,1610612755,home
20500487,1610612764,home
20500488,1610612738,home
20500489,1610612741,home
20500490,1610612747,home
20500491,1610612737,home
20500492,1610612739,home
20500493,1610612766,home
20500494,1610612749,home
20500495,1610612763,home
20500496,1610612740,home
20500497,1610612759,home
20500498,1610612743,home
20500499,1610612746,home
20500500,1610612761,home
20500501,1610612755,home
20500502,1610612764,home
20500503,1610612752,home
20500504,1610612754,home
20500505,1610612750,home
20500506,1610612745,home
20500507,1610612757,home
20500508,1610612760,home
20500509,1610612744,home
20500510,1610612759,home
20500511,1610612756,home
20500512,1610612747,home
20500513,1610612754,home
20500514,1610612752,home
20500515,1610612766,home
20500516,1610612755,home
20500517,1610612763,home
20500518,1610612740,home
20500519,1610612750,home
20500520,1610612757,home
20500521,1610612760,home
20500522,1610612737,home
20500523,1610612765,home
20500524,1610612741,home
20500525,1610612749,home
20500526,1610612745,home
20500527,1610612742,home
20500528,1610612759,home
20500529,1610612762,home
20500530,1610612756,home
20500531,1610612746,home
20500532,1610612744,home
20500533,1610612761,home
20500534,1610612758,home
20500535,1610612757,home
20500536,1610612752,home
20500537,1610612764,home
20500538,1610612766,home
20500539,1610612737,home
20500540,1610612741,home
20500541,1610612751,home
20500542,1610612765,home
20500543,1610612746,home
20500544,1610612744,home
20500545,1610612763,home
20500546,1610612742,home
20500547,1610612747,home
20500548,1610612762,home
20500549,1610612758,home
20500550,1610612755,home
20500551,1610612737,home
20500552,1610612753,home
20500553,1610612754,home
20500554,1610612738,home
20500555,1610612740,home
20500556,1610612741,home
20500557,1610612745,home
20500558,1610612759,home
20500559,1610612743,home
20500560,1610612757,home
20500561,1610612746,home
20500562,1610612752,home
20500563,1610612758,home
20500564,1610612755,home
20500565,1610612764,home
20500566,1610612737,home
20500567,1610612738,home
20500568,1610612766,home
20500569,1610612748,home
20500570,1610612750,home
20500571,1610612741,home
20500572,1610612743,home
20500573,1610612756,home
20500574,1610612746,home
20500575,1610612744,home
20500576,1610612760,home
20500577,1610612753,home
20500578,1610612752,home
20500579,1610612751,home
20500580,1610612754,home
20500581,1610612749,home
20500582,1610612762,home
20500583,1610612759,home
20500584,1610612764,home
20500585,1610612750,home
20500586,1610612746,home
20500587,1610612748,home
20500588,1610612765,home
20500589,1610612756,home
20500590,1610612757,home
20500591,1610612747,home
20500592,1610612737,home
20500593,1610612738,home
20500594,1610612749,home
20500595,1610612743,home
20500596,1610612762,home
20500597,1610612744,home
20500598,1610612755,home
20500599,1610612753,home
20500600,1610612739,home
20500601,1610612748,home
20500602,1610612750,home
20500603,1610612759,home
20500604,1610612761,home
20500605,1610612737,home
20500606,1610612738,home
20500607,1610612752,home
20500608,1610612765,home
20500609,1610612740,home
20500610,1610612745,home
20500611,1610612763,home
20500612,1610612762,home
20500613,1610612757,home
20500614,1610612746,home
20500615,1610612744,home
20500616,1610612755,home
20500617,1610612748,home
20500618,1610612760,home
20500619,1610612737,home
20500620,1610612754,home
20500621,1610612738,home
20500622,1610612752,home
20500623,1610612766,home
20500624,1610612765,home
20500625,1610612740,home
20500626,1610612741,home
20500627,1610612749,home
20500628,1610612743,home
20500629,1610612745,home
20500630,1610612757,home
20500631,1610612747,home
20500632,1610612764,home
20500633,1610612755,home
20500634,1610612763,home
20500635,1610612741,home
20500636,1610612759,home
20500637,1610612742,home
20500638,1610612760,home
20500639,1610612746,home
20500640,1610612744,home
20500641,1610612761,home
20500642,1610612739,home
20500643,1610612749,home
20500644,1610612745,home
20500645,1610612753,home
20500646,1610612765,home
20500647,1610612737,home
20500648,1610612766,home
20500649,1610612748,home
20500650,1610612763,home
20500651,1610612740,home
20500652,1610612750,home
20500653,1610612762,home
20500654,1610612760,home
20500655,1610612755,home
20500656,1610612764,home
20500657,1610612751,home
20500658,1610612752,home
20500659,1610612742,home
20500660,1610612758,home
20500661,1610612761,home
20500662,1610612753,home
20500663,1610612739,home
20500664,1610612754,home
20500665,1610612738,home
20500666,1610612766,home
20500667,1610612765,home
20500668,1610612763,home
20500669,1610612740,home
20500670,1610612745,home
20500671,1610612762,home
20500672,1610612757,home
20500673,1610612760,home
20500674,1610612748,home
20500675,1610612744,home
20500676,1610612761,home
20500677,1610612737,home
20500678,1610612738,home
20500679,1610612766,home
20500680,1610612755,home
20500681,1610612745,home
20500682,1610612762,home
20500683,1610612757,home
20500684,1610612751,home
20500685,1610612764,home
20500686,1610612753,home
20500687,1610612739,home
20500688,1610612754,home
20500689,1610612740,home
20500690,1610612749,home
20500691,1610612742,home
20500692,1610612743,home
20500693,1610612756,home
20500694,1610612744,home
20500695,1610612752,home
20500696,1610612761,home
20500697,1610612758,home
20500698,1610612755,home
20500699,1610612764,home
20500700,1610612751,home
20500701,1610612766,home
20500702,1610612748,home
20500703,1610612762,home
20500704,1610612756,home
20500705,1610612744,home
20500706,1610612737,home
20500707,1610612739,home
20500708,1610612752,home
20500709,1610612742,home
20500710,1610612758,home
20500711,1610612761,home
20500712,1610612764,home
20500713,1610612754,home
20500714,1610612751,home
20500715,1610612766,home
20500716,1610612765,home
20500717,1610612749,home
20500718,1610612740,home
20500719,1610612750,home
20500720,1610612745,home
20500721,1610612756,home
20500722,1610612743,home
20500723,1610612742,home
20500724,1610612758,home
20500725,1610612764,home
20500726,1610612753,home
20500727,1610612738,home
20500728,1610612751,home
20500729,1610612766,home
20500730,1610612754,home
20500731,1610612740,home
20500732,1610612750,home
20500733,1610612756,home
20500734,1610612743,home
20500735,1610612746,home
20500736,1610612760,home
20500737,1610612739,home
20500738,1610612750,home
20500739,1610612749,home
20500740,1610612745,home
20500741,1610612747,home
20500742,1610612761,home
20500743,1610612764,home
20500744,1610612754,home
20500745,1610612748,home
20500746,1610612738,home
20500747,1610612751,home
20500748,1610612745,home
20500749,1610612758,home
20500750,1610612760,home
20500751,1610612746,home
20500752,1610612766,home
20500753,1610612740,home
20500754,1610612750,home
20500755,1610612742,home
20500756,1610612747,home
20500757,1610612744,home
20500758,1610612739,home
20500759,1610612748,home
20500760,1610612765,home
20500761,1610612749,home
20500762,1610612741,home
20500763,1610612746,home
20500764,1610612755,home
20500765,1610612753,home
20500766,1610612754,home
20500767,1610612738,home
20500768,1610612752,home
20500769,1610612766,home
20500770,1610612763,home
20500771,1610612740,home
20500772,1610612750,home
20500773,1610612742,home
20500774,1610612743,home
20500775,1610612747,home
20500776,1610612744,home
20500777,1610612741,home
20500778,1610612756,home
20500779,1610612764,home
20500780,1610612739,home
20500781,1610612754,home
20500782,1610612765,home
20500783,1610612749,home
20500784,1610612763,home
20500785,1610612742,home
20500786,1610612759,home
20500787,1610612743,home
20500788,1610612762,home
20500789,1610612758,home
20500790,1610612747,home
20500791,1610612755,home
20500792,1610612737,home
20500793,1610612751,home
20500794,1610612752,home
20500795,1610612740,home
20500796,1610612741,home
20500797,1610612745,home
20500798,1610612756,home
20500799,1610612757,home
20500800,1610612765,home
20500801,1610612742,home
20500802,1610612747,home
20500803,1610612753,home
20500804,1610612754,home
20500805,1610612739,home
20500806,1610612752,home
20500807,1610612763,home
20500808,1610612750,home
20500809,1610612741,home
20500810,1610612749,home
20500811,1610612745,home
20500812,1610612757,home
20500813,1610612746,home
20500814,1610612742,home
20500815,1610612755,home
20500816,1610612764,home
20500817,1610612737,home
20500818,1610612748,home
20500819,1610612759,home
20500820,1610612762,home
20500821,1610612756,home
20500822,1610612765,home
20500823,1610612753,home
20500824,1610612750,home
20500825,1610612751,home
20500826,1610612747,home
20500827,1610612757,home
20500828,1610612737,home
20500829,1610612739,home
20500830,1610612748,home
20500831,1610612763,home
20500832,1610612745,home
20500833,1610612742,home
20500834,1610612759,home
20500835,1610612743,home
20500836,1610612758,home
20500837,1610612746,home
20500838,1610612744,home
20500839,1610612741,home
20500840,1610612760,home
20500841,1610612747,home
20500842,1610612761,home
20500843,1610612764,home
20500844,1610612739,home
20500845,1610612738,home
20500846,1610612763,home
20500847,1610612750,home
20500848,1610612745,home
20500849,1610612743,home
20500850,1610612762,home
20500851,1610612756,home
20500852,1610612757,home
20500853,1610612746,home
20500854,1610612744,home
20500855,1610612741,home
20500856,1610612759,home
20500857,1610612755,home
20500858,1610612737,home
20500859,1610612738,home
20500860,1610612752,home
20500861,1610612745,home
20500862,1610612742,home
20500863,1610612762,home
20500864,1610612756,home
20500865,1610612744,home
20500866,1610612760,home
20500867,1610612751,home
20500868,1610612748,home
20500869,1610612740,home
20500870,1610612749,home
20500871,1610612759,home
20500872,1610612743,home
20500873,1610612747,home
20500874,1610612761,home
20500875,1610612755,home
20500876,1610612764,home
20500877,1610612742,home
20500878,1610612750,home
20500879,1610612739,home
20500880,1610612745,home
20500881,1610612746,home
20500882,1610612760,home
20500883,1610612751,home
20500884,1610612766,home
20500885,1610612740,home
20500886,1610612743,home
20500887,1610612762,home
20500888,1610612747,home
20500889,1610612764,home
20500890,1610612737,home
20500891,1610612739,home
20500892,1610612754,home
20500893,1610612750,home
20500894,1610612741,home
20500895,1610612742,home
20500896,1610612746,home
20500897,1610612761,home
20500898,1610612738,home
20500899,1610612766,home
20500900,1610612748,home
20500901,1610612765,home
20500902,1610612749,home
20500903,1610612740,home
20500904,1610612745,home
20500905,1610612762,home
20500906,1610612760,home
20500907,1610612755,home
20500908,1610612757,home
20500909,1610612756,home
20500910,1610612761,home
20500911,1610612753,home
20500912,1610612738,home
20500913,1610612748,home
20500914,1610612740,home
20500915,1610612741,home
20500916,1610612759,home
20500917,1610612758,home
20500918,1610612760,home
20500919,1610612764,home
20500920,1610612737,home
20500921,1610612753,home
20500922,1610612766,home
20500923,1610612749,home
20500924,1610612762,home
20500925,1610612756,home
20500926,1610612738,home
20500927,1610612761,home
20500928,1610612759,home
20500929,1610612748,home
20500930,1610612747,home
20500931,1610612763,home
20500932,1610612765,home
20500933,1610612740,home
20500934,1610612758,home
20500935,1610612757,home
20500936,1610612754,home
20500937,1610612752,home
20500938,1610612749,home
20500939,1610612745,home
20500940,1610612746,home
20500941,1610612755,home
20500942,1610612766,home
