game_id
20300009
20300009
20400034
20400034
20501147
20501147
20600012
20600012
20600026
20600026
20600117
20600117
20600134
20600134
20700033
20700033
20700188
20700188
20700224
20700224
20700267
20700267
20700296
20700296
20700430
20700430
20700434
20700434
20700456
20700456
20700564
20700564
20700615
20700615
20700655
20700655
20700687
20700687
20700828
20700828
20700842
20700842
20700861
20700861
21200005.0
21200005.0
21200011.0
21200011.0
21200040.0
21200040.0
21200061.0
21200061.0
21200075.0
21200075.0
21200078.0
21200078.0
21200143.0
21200143.0
21200164.0
21200164.0
21200279.0
21200279.0
21200344.0
21200344.0
21200445.0
21200445.0
21200485.0
21200485.0
21200508.0
21200508.0
21200598.0
21200598.0
21200610.0
21200610.0
21200711.0
21200711.0
21200731.0
21200731.0
21200775.0
21200775.0
21200850.0
21200850.0
21200869.0
21200869.0
21200894.0
21200894.0
21201026.0
21201026.0
21201058.0
21201058.0
21201076.0
21201076.0
