,feature,fscore
619,away_offense_big__ra_freq,0.000186532363365
620,home_start_p5_mid_freq,0.000186532363365
621,home_start_p3_3PAr,0.000186532363365
622,home_start_p1_MIN,0.000186532363365
623,home_start_p2_DRtg,0.000186532363365
624,away_start_p5_mid_freq,0.000186532363365
625,away_defense_big__ra_pps,0.000186532363365
626,home_start_p2_PTS,0.000186532363365
627,away_start_p1_PTS,0.000186532363365
628,away_start_p2_c3_pps,0.000186532363365
629,home_start_p2_DRBr,0.000186532363365
