player_id,player_name
203512,lucas nogueira
203513,erik murphy
203515,phil pressey
203516,james ennis
203517,nemanja nedovic
203519,adonis thomas
203521,matthew dellavedova
203524,solomon hill
203527,ryan kelly
203530,joffrey lauvergne
203539,gal mekel
203540,gigi datome
203543,vitor faverani
203544,pero antic
203545,miroslav raduljica
203546,ian clark
203548,elias harris
203552,seth curry
203561,brandon davies
203564,kalin lucas
203565,patrick christopher
203569,chris babb
203580,larry drew
203584,troy daniels
203798,pj hairston
203805,will cherry
203810,casper ware
203816,scotty hopson
203893,russ smith
203894,shabazz napier
203897,zach lavine
203898,tyler ennis
203900,markel brown
203901,elfrid payton
203903,jordan clarkson
203906,devyn marble
203909,kj mcdaniels
203910,nick johnson
203912,cj wilcox
203913,jabari brown
203914,gary harris
203915,spencer dinwiddie
203917,nik stauskas
203918,rodney hood
203919,jordan adams
203921,cleanthony early
203922,glenn robinson
203923,james young
203924,jerami grant
203925,joe harris
203926,doug mcdermott
203928,cory jefferson
203930,sean kilpatrick
203932,aaron gordon
203933,tj warren
203935,marcus smart
203937,kyle anderson
203939,dwight powell
203940,adreian payne
203942,patric young
203943,noah vonleh
203944,julius randle
203945,alex kirk
203946,cameron bairstow
203948,johnny o'bryant
203949,james michael mcadoo
203950,jarnell stokes
203952,andrew wiggins
203953,jabari parker
203955,bryce cotton
203956,mitch mcgary
203957,dante exum
203958,andre dawkins
203960,jakarr sampson
203961,eric moreland
203963,shayne whittington
203968,jerrelle benimon
203991,clint capela
203994,jusuf nurkic
203996,damien inglis
203998,bruno caboclo
204014,damjan rudez
204020,tyler johnson
204021,sim bhullar
204022,jack cooley
204025,tim frazier
204028,tarik black
204033,david wear
204037,travis wear
204038,langston galloway
204040,ronald roberts
204054,zoran dragic
204060,joe ingles
204065,david stockton
204067,jarell eddie
204079,drew gordon
201973,jonas jerebko
