Date,Link,Day,Season,Team,Opp,Site,Final,Rest,Line,Total,SUm,ATSm,OUm,DPS,DPA,SUr,ATSr,OUr,ot,game id (string),match id,Home,Away
39781,,Sat,2008,Knicks,Warriors,home,138-125,2&0,0,225,13,13,38,25.5,12.5,W,W,O,0,20800239,20081129GSWNYK,NYK,GSW
39797,,Mon,2008,Suns,Knicks,home,111-103,2&1,-9,224.5,8,-1,-10.5,-5.8,-4.8,W,L,U,0,20800357,20081215NYKPHX,PHX,NYK
39798,,Tue,2008,Lakers,Knicks,home,116-114,1&0,-13,224,2,-11,6,-2.5,8.5,W,L,O,0,20800365,20081216NYKLAL,LAL,NYK
39815,,Fri,2008,Knicks,Pacers,home,103-105,2&2,-2.5,227.5,-2,-4.5,-19.5,-12,-7.5,L,L,U,0,20800478,20090102INDNYK,NYK,IND
39820,,Wed,2008,Suns,Pacers,home,110-113,4&1,-9,224,-3,-12,-1,-6.5,5.5,L,L,U,0,20800522,20090107INDPHX,PHX,IND
39820,,Wed,2008,Warriors,Lakers,home,106-114,1&0,9,225,-8,1,-5,-2,-3,L,W,U,0,20800525,20090107LALGSW,GSW,LAL
39822,,Fri,2008,Lakers,Pacers,home,121-119,1&1,-13.5,227,2,-11.5,13,0.8,12.2,W,L,O,0,20800538,20090109INDLAL,LAL,IND
39827,,Wed,2008,Warriors,Kings,home,133-135,2&0,-5.5,226.5,-2,-7.5,41.5,17,24.5,L,L,O,3,20800575,20090114SACGSW,GSW,SAC
39841,,Wed,2008,Mavericks,Warriors,home,117-93,2&2,-7,227,24,17,-17,0,-17,W,W,U,0,20800676,20090128GSWDAL,DAL,GSW
39844,,Sat,2008,Pacers,Knicks,home,113-122,0&2,-4,224.5,-9,-13,10.5,-1.2,11.8,L,L,O,0,20800692,20090131NYKIND,IND,NYK
39846,,Mon,2008,Knicks,Lakers,home,117-126,1&1,6,224,-9,-3,19,8,11,L,L,O,0,20800709,20090202LALNYK,NYK,LAL
39848,,Wed,2008,Warriors,Suns,home,124-112,1&1,3,227.5,12,15,8.5,11.8,-3.2,W,W,O,0,20800730,20090204PHXGSW,GSW,PHX
39852,,Sun,2008,Warriors,Jazz,home,116-96,1&1,1.5,223,20,21.5,-11,5.2,-16.2,W,W,U,0,20800759,20090208UTAGSW,GSW,UTA
39861,,Tue,2008,Suns,Clippers,home,140-100,5&5,-9,224,40,31,16,23.5,-7.5,W,W,O,0,20800795,20090217LACPHX,PHX,LAC
39867,,Mon,2008,Knicks,Pacers,home,123-119,0&0,-6.5,225,4,-2.5,17,7.2,9.8,W,L,O,0,20800837,20090223INDNYK,NYK,IND
39871,,Fri,2008,Suns,Raptors,home,133-113,0&2,-4.5,226,20,15.5,20,17.8,2.2,W,W,O,0,20800872,20090227TORPHX,PHX,TOR
39873,,Sun,2008,Warriors,Jazz,home,104-112,1&0,5,226,-8,-3,-10,-6.5,-3.5,L,L,U,0,20800891,20090301UTAGSW,GSW,UTA
39876,,Wed,2008,Bulls,Warriors,home,110-88,0&0,-7,225,22,15,-27,-6,-21,W,W,U,0,20800910,20090304GSWCHI,CHI,GSW
39878,,Fri,2008,Rockets,Suns,home,116-112,1&1,-5.5,226,4,-1.5,2,0.2,1.8,W,L,O,0,20800923,20090306PHXHOU,HOU,PHX
39885,,Fri,2008,Warriors,Mavericks,home,119-110,1&1,1,224,9,10,5,7.5,-2.5,W,W,O,0,20800978,20090313DALGSW,GSW,DAL
39889,,Tue,2008,Warriors,Clippers,home,127-120,1&1,-3.5,224,7,3.5,23,13.2,9.8,W,W,O,0,20801007,20090317LACGSW,GSW,LAC
39890,,Wed,2008,Suns,Seventysixers,home,126-116,2&0,-7,227,10,3,15,9,6,W,W,O,0,20801018,20090318PHIPHX,PHX,PHI
39892,,Fri,2008,Knicks,Kings,home,94-121,1&1,-9,225,-27,-36,-10,-23,13,L,L,U,0,20801026,20090320SACNYK,NYK,SAC
39892,,Fri,2008,Warriors,Seventysixers,home,119-111,0&1,1.5,226,8,9.5,4,6.8,-2.8,W,W,O,0,20801033,20090320PHIGSW,GSW,PHI
39897,,Wed,2008,Mavericks,Warriors,home,128-106,4&0,-9.5,225.5,22,12.5,8.5,10.5,-2,W,W,O,0,20801068,20090325GSWDAL,DAL,GSW
39904,,Wed,2008,Suns,Rockets,home,114-109,2&3,-2,224,5,3,-1,1,-2,W,W,U,0,20801119,20090401HOUPHX,PHX,HOU
39911,,Wed,2008,Warriors,Timberwolves,home,97-105,2&0,-6.5,223.5,-8,-14.5,-21.5,-18,-3.5,L,L,U,0,20801172,20090408MINGSW,GSW,MIN
39913,,Fri,2008,Grizzlies,Suns,home,106-89,1&1,2,227,17,19,-32,-6.5,-25.5,W,W,U,0,20801181,20090410PHXMEM,MEM,PHX
39914,,Sat,2008,Jazz,Warriors,home,108-118,0&0,-16,227,-10,-26,-1,-13.5,12.5,L,L,U,0,20801194,20090411GSWUTA,UTA,GSW
39914,,Sat,2008,Timberwolves,Suns,home,97-110,2&0,2,223.5,-13,-11,-16.5,-13.8,-2.8,L,L,U,0,20801191,20090411PHXMIN,MIN,PHX
39795,,Sat,2008,Nuggets,Warriors,home,123-105,2&0,-15.5,228,18,2.5,0,1.2,-1.2,W,W,P,0,20800343,20081213GSWDEN,DEN,GSW
39799,,Wed,2008,Pacers,Warriors,home,127-120,1&1,-7,229,7,0,18,9,9,W,P,O,0,20800367,20081217GSWIND,IND,GSW
39824,,Sun,2008,Warriors,Pacers,home,120-117,0&1,1.5,234,3,4.5,3,3.8,-0.8,W,W,O,0,20800550,20090111INDGSW,GSW,IND
39850,,Fri,2008,Suns,Warriors,home,115-105,1&1,-10,230,10,0,-10,-5,-5,W,P,U,0,20800742,20090206GSWPHX,PHX,GSW
39854,,Tue,2008,Warriors,Knicks,home,144-127,1&1,-4,232,17,13,39,26,13,W,W,O,0,20800771,20090210NYKGSW,GSW,NYK
39862,,Wed,2008,Clippers,Suns,home,119-142,0&0,8,228.5,-23,-15,32.5,8.8,23.8,L,L,O,0,20800808,20090218PHXLAC,LAC,PHX
39862,,Wed,2008,Warriors,Lakers,home,121-129,5&0,5,228.5,-8,-3,21.5,9.2,12.2,L,L,O,0,20800807,20090218LALGSW,GSW,LAL
39864,,Fri,2008,Suns,Thunder,home,140-118,1&2,-8.5,233,22,13.5,25,19.2,5.8,W,W,O,0,20800819,20090220OKCPHX,PHX,OKC
39865,,Sat,2008,Warriors,Thunder,home,133-120,2&0,-7.5,229,13,5.5,24,14.8,9.2,W,W,O,0,20800826,20090221OKCGSW,GSW,OKC
39867,,Mon,2008,Clippers,Warriors,home,118-105,0&1,3.5,228,13,16.5,-5,5.8,-10.8,W,W,U,0,20800841,20090223GSWLAC,LAC,GSW
39870,,Thu,2008,Lakers,Suns,home,132-106,1&1,-11.5,233,26,14.5,5,9.8,-4.8,W,W,O,0,20800862,20090226PHXLAL,LAL,PHX
39873,,Sun,2008,Suns,Lakers,home,118-111,1&1,5.5,237,7,12.5,-8,2.2,-10.2,W,W,U,0,20800884,20090301LALPHX,PHX,LAL
39875,,Tue,2008,Magic,Suns,home,111-99,2&1,-7,232,12,5,-22,-8.5,-13.5,W,W,U,0,20800898,20090303PHXORL,ORL,PHX
39875,,Tue,2008,Timberwolves,Warriors,home,94-118,1&1,1,229,-24,-23,-17,-20,3,L,L,U,0,20800901,20090303GSWMIN,MIN,GSW
39876,,Wed,2008,Heat,Suns,home,135-129,1&0,-3.5,228,6,2.5,36,19.2,16.8,W,W,O,0,20800906,20090304PHXMIA,MIA,PHX
39882,,Tue,2008,Suns,Mavericks,home,117-122,1&2,-6,231,-5,-11,8,-1.5,9.5,L,L,O,0,20800952,20090310DALPHX,PHX,DAL
39886,,Sat,2008,Suns,Thunder,home,106-95,1&2,-8,234,11,3,-33,-15,-18,W,W,U,0,20800984,20090314OKCPHX,PHX,OKC
39887,,Sun,2008,Warriors,Suns,home,130-154,1&0,-2,243,-24,-26,41,7.5,33.5,L,L,O,0,20800994,20090315PHXGSW,GSW,PHX
39891,,Thu,2008,Lakers,Warriors,home,114-106,1&1,-13,231.5,8,-5,-11.5,-8.2,-3.2,W,L,U,0,20801022,20090319GSWLAL,LAL,GSW
39893,,Sat,2008,Suns,Wizards,home,128-96,2&0,-14,232.5,32,18,-8.5,4.8,-13.2,W,W,U,0,20801040,20090321WASPHX,PHX,WAS
39895,,Mon,2008,Suns,Nuggets,home,118-115,1&2,-3.5,237,3,-0.5,-4,-2.2,-1.8,W,L,U,0,20801053,20090323DENPHX,PHX,DEN
39897,,Wed,2008,Suns,Jazz,home,118-114,1&0,-3,230,4,1,2,1.5,0.5,W,W,O,0,20801069,20090325UTAPHX,PHX,UTA
39900,,Sat,2008,Jazz,Suns,home,104-99,2&1,-8.5,230,5,-3.5,-27,-15.2,-11.8,W,L,U,1,20801089,20090328PHXUTA,UTA,PHX
39900,,Sat,2008,Nuggets,Warriors,home,129-116,0&2,-12,228,13,1,17,9,8,W,W,O,0,20801088,20090328GSWDEN,DEN,GSW
39901,,Sun,2008,Kings,Suns,home,126-118,1&0,5.5,237,8,13.5,7,10.2,-3.2,W,W,O,0,20801099,20090329PHXSAC,SAC,PHX
39904,,Wed,2008,Warriors,Kings,home,143-141,1&0,-8.5,239,2,-6.5,45,19.2,25.8,W,L,O,1,20801120,20090401SACGSW,GSW,SAC
39906,,Fri,2008,Suns,Kings,home,139-111,1&1,-14.5,245,28,13.5,5,9.2,-4.2,W,W,O,0,20801132,20090403SACPHX,PHX,SAC
39908,,Sun,2008,Kings,Warriors,home,100-105,1&1,-3.5,246,-5,-8.5,-41,-24.8,-16.2,L,L,U,0,20801151,20090405GSWSAC,SAC,GSW
39908,,Sun,2008,Mavericks,Suns,home,140-116,1&1,-3.5,230,24,20.5,26,23.2,2.8,W,W,O,0,20801143,20090405PHXDAL,DAL,PHX
39918,,Wed,2008,Suns,Warriors,home,117-113,1&1,-10,238.5,4,-6,-8.5,-7.2,-1.2,W,L,U,0,20801229,20090415GSWPHX,PHX,GSW
39399,,Tue,2007,Hornets,Heat,home,91-76,1&1,-2,178,15,13,-11,1,-12,W,W,U,0,20700096,20071113MIACHA,CHA,MIA
39402,,Fri,2007,Spurs,Rockets,home,90-84,0&1,-8.5,177.5,6,-2.5,-3.5,-3,-0.5,W,L,U,0,20700126,20071116HOUSAS,SAS,HOU
39403,,Sat,2007,Nets,Heat,home,87-91,0&0,3,178,-4,-1,0,-0.5,0.5,L,L,P,0,20700134,20071117MIABKN,BKN,MIA
39419,,Mon,2007,Seventysixers,Hawks,home,79-88,1&2,-2,178.5,-9,-11,-11.5,-11.2,-0.2,L,L,U,0,20700251,20071203ATLPHI,PHI,ATL
39488,,Sun,2007,Celtics,Spurs,home,98-90,1&1,0,178.5,8,8,9.5,8.8,0.8,W,W,O,0,20700749,20080210SASBOS,BOS,SAS
39521,,Fri,2007,Pistons,Spurs,home,84-80,1&1,-3,175,4,1,-11,-5,-6,W,W,U,0,20700969,20080314SASDET,DET,SAS
39524,,Mon,2007,Spurs,Celtics,home,91-93,1&1,-3.5,177.5,-2,-5.5,6.5,0.5,6,L,L,O,0,20700997,20080317BOSSAS,SAS,BOS
39534,,Thu,2007,Pistons,Heat,home,85-69,0&0,-20,177,16,-4,-23,-13.5,-9.5,W,L,U,0,20701070,20080327MIADET,DET,MIA
39537,,Sun,2007,Spurs,Rockets,home,109-88,1&3,-7,175,21,14,22,18,4,W,W,O,0,20701090,20080330HOUSAS,SAS,HOU
39544,,Sun,2007,Heat,Pistons,home,75-91,1&1,14.5,172,-16,-1.5,-6,-3.8,-2.2,L,L,U,0,20701143,20080406DETMIA,MIA,DET
39544,,Sun,2007,Trailblazers,Spurs,home,65-72,2&1,8.5,177,-7,1.5,-40,-19.2,-20.8,L,W,U,0,20701147,20080406SASPOR,POR,SAS
39551,,Sun,2007,Cavaliers,Heat,home,84-76,1&1,-16.5,177,8,-8.5,-17,-12.8,-4.2,W,L,U,0,20701197,20080413MIACLE,CLE,MIA
39554,,Wed,2007,Cavaliers,Pistons,home,74-84,1&0,8,178.5,-10,-2,-20.5,-11.2,-9.2,L,L,U,0,20701219,20080416DETCLE,CLE,DET
39561,,Wed,2007,Pistons,Seventysixers,home,105-88,2&2,-10,178.5,17,7,14.5,10.8,3.8,W,W,O,0,#N/A,20080423PHIDET,DET,PHI
39567,,Tue,2007,Pistons,Seventysixers,home,98-81,1&1,-9,178.5,17,8,0.5,4.2,-3.8,W,W,O,0,#N/A,20080429PHIDET,DET,PHI
39569,,Thu,2007,Seventysixers,Pistons,home,77-100,1&1,5.5,178,-23,-17.5,-1,-9.2,8.2,L,L,U,0,#N/A,20080501DETPHI,PHI,DET
39576,,Thu,2007,Celtics,Cavaliers,home,89-73,1&1,-9,177,16,7,-15,-4,-11,W,W,U,0,#N/A,20080508CLEBOS,BOS,CLE
39582,,Wed,2007,Celtics,Cavaliers,home,96-89,1&1,-8.5,176.5,7,-1.5,8.5,3.5,5,W,L,O,0,#N/A,20080514CLEBOS,BOS,CLE
39586,,Sun,2007,Celtics,Cavaliers,home,97-92,1&1,-8,174,5,-3,15,6,9,W,L,O,0,#N/A,20080518CLEBOS,BOS,CLE
39588,,Tue,2007,Celtics,Pistons,home,88-79,1&6,-4.5,173,9,4.5,-6,-0.8,-5.2,W,W,U,0,#N/A,20080520DETBOS,BOS,DET
39590,,Thu,2007,Celtics,Pistons,home,97-103,1&1,-4,173,-6,-10,27,8.5,18.5,L,L,O,0,#N/A,20080522DETBOS,BOS,DET
39592,,Sat,2007,Pistons,Celtics,home,80-94,1&1,-5,175,-14,-19,-1,-10,9,L,L,U,0,#N/A,20080524BOSDET,DET,BOS
39594,,Mon,2007,Pistons,Celtics,home,94-75,1&1,-6,176,19,13,-7,3,-10,W,W,U,0,#N/A,20080526BOSDET,DET,BOS
39596,,Wed,2007,Celtics,Pistons,home,106-102,1&1,-5.5,173,4,-1.5,35,16.8,18.2,W,L,O,0,#N/A,20080528DETBOS,BOS,DET
39598,,Fri,2007,Pistons,Celtics,home,81-89,1&1,-5.5,175.5,-8,-13.5,-5.5,-9.5,4,L,L,U,0,#N/A,20080530BOSDET,DET,BOS
39457,,Thu,2007,Spurs,Pistons,home,80-90,2&0,-3,179.5,-10,-13,-9.5,-11.2,1.8,L,L,U,0,20700520,20080110DETSAS,SAS,DET
39525,,Tue,2007,Rockets,Celtics,home,74-94,1&0,-4.5,179.5,-20,-24.5,-11.5,-18,6.5,L,L,U,0,20701002,20080318BOSHOU,HOU,BOS
39558,,Sun,2007,Pistons,Seventysixers,home,86-90,3&3,-9.5,179.5,-4,-13.5,-3.5,-8.5,5,L,L,U,0,#N/A,20080420PHIDET,DET,PHI
39565,,Sun,2007,Seventysixers,Pistons,home,84-93,1&1,5.5,179,-9,-3.5,-2,-2.8,0.8,L,L,U,0,#N/A,20080427DETPHI,PHI,DET
39584,,Fri,2007,Cavaliers,Celtics,home,74-69,1&1,-3,179,5,2,-36,-17,-19,W,W,U,0,#N/A,20080516BOSCLE,CLE,BOS
39387,,Thu,2007,Heat,Pistons,home,80-91,&,5,180,-11,-6,-9,-7.5,-1.5,L,L,U,0,20700012,20071101DETMIA,MIA,DET
39393,,Wed,2007,Spurs,Heat,home,88-78,0&2,-10.5,180.5,10,-0.5,-14.5,-7.5,-7,W,L,U,0,20700059,20071107MIASAS,SAS,MIA
39400,,Wed,2007,Celtics,Nets,home,91-69,0&1,-10.5,181.5,22,11.5,-21.5,-5,-16.5,W,W,U,0,20700108,20071114BKNBOS,BOS,BKN
39409,,Fri,2007,Heat,Rockets,home,98-91,1&1,2,180,7,9,9,9,0,W,W,O,0,20700173,20071123HOUMIA,MIA,HOU
39413,,Tue,2007,Bulls,Hawks,home,90-78,1&2,-5.5,181.5,12,6.5,-13.5,-3.5,-10,W,W,U,0,20700208,20071127ATLCHI,CHI,ATL
39421,,Wed,2007,Seventysixers,Celtics,home,103-113,1&2,9.5,180,-10,-0.5,36,17.8,18.2,L,L,O,0,20700263,20071205BOSPHI,PHI,BOS
39435,,Wed,2007,Celtics,Pistons,home,85-87,2&2,-6,181.5,-2,-8,-9.5,-8.8,-0.8,L,L,U,0,20700369,20071219DETBOS,BOS,DET
39445,,Sat,2007,Rockets,Raptors,home,91-79,0&0,-3,181.5,12,9,-11.5,-1.2,-10.2,W,W,U,0,20700440,20071229TORHOU,HOU,TOR
39449,,Wed,2007,Celtics,Rockets,home,97-93,2&1,-11,180.5,4,-7,9.5,1.2,8.2,W,L,O,0,20700462,20080102HOUBOS,BOS,HOU
39452,,Sat,2007,Pistons,Celtics,home,85-92,0&0,-2,181.5,-7,-9,-4.5,-6.8,2.2,L,L,U,0,20700485,20080105BOSDET,DET,BOS
39453,,Sun,2007,Clippers,Spurs,home,82-88,3&1,7,180,-6,1,-10,-4.5,-5.5,L,W,U,0,20700493,20080106SASLAC,LAC,SAS
39463,,Wed,2007,Celtics,Trailblazers,home,100-90,1&1,-8,180.5,10,2,9.5,5.8,3.8,W,W,O,0,20700566,20080116PORBOS,BOS,POR
39466,,Sat,2007,Rockets,Spurs,home,83-81,3&1,-1,180.5,2,1,-16.5,-7.8,-8.8,W,W,U,0,20700590,20080119SASHOU,HOU,SAS
39468,,Mon,2007,Hawks,Trailblazers,home,109-111,2&1,0,181.5,-2,-2,38.5,18.2,20.2,L,L,O,1,20700599,20080121PORATL,ATL,POR
39484,,Wed,2007,Wizards,Spurs,home,77-85,0&0,6.5,181.5,-8,-1.5,-19.5,-10.5,-9,L,L,U,0,20700712,20080206SASWAS,WAS,SAS
39486,,Fri,2007,Pistons,Trailblazers,home,91-82,1&1,-11,180,9,-2,-7,-4.5,-2.5,W,L,U,0,20700731,20080208PORDET,DET,POR
39491,,Wed,2007,Cavaliers,Spurs,home,105-112,1&1,2,180,-7,-5,37,16,21,L,L,O,0,20700768,20080213SASCLE,CLE,SAS
39491,,Wed,2007,Mavericks,Trailblazers,home,96-76,1&1,-6.5,181.5,20,13.5,-9.5,2,-11.5,W,W,U,0,20700774,20080213PORDAL,DAL,POR
39506,,Thu,2007,Spurs,Mavericks,home,97-94,2&2,-4,181.5,3,-1,9.5,4.2,5.2,W,L,O,0,20700856,20080228DALSAS,SAS,DAL
39522,,Sat,2007,Seventysixers,Spurs,home,103-96,0&0,3,180,7,10,19,14.5,4.5,W,W,O,0,20700976,20080315SASPHI,PHI,SAS
39541,,Thu,2007,Trailblazers,Rockets,home,86-95,0&1,6.5,181,-9,-2.5,0,-1.2,1.2,L,L,P,0,20701125,20080403HOUPOR,POR,HOU
39563,,Fri,2007,Seventysixers,Pistons,home,95-75,1&1,4,180,20,24,-10,7,-17,W,W,U,0,#N/A,20080425DETPHI,PHI,DET
39570,,Fri,2007,Jazz,Rockets,home,113-91,2&2,-8,181,22,14,23,18.5,4.5,W,W,O,0,#N/A,20080502HOUUTA,UTA,HOU
39578,,Sat,2007,Cavaliers,Celtics,home,108-84,1&1,-1.5,180,24,22.5,12,17.2,-5.2,W,W,O,0,#N/A,20080510BOSCLE,CLE,BOS
39394,,Thu,2007,Bulls,Pistons,home,97-93,1&3,0,183,4,4,7,5.5,1.5,W,W,O,0,20700064,20071108DETCHI,CHI,DET
39402,,Fri,2007,Celtics,Heat,home,92-91,1&1,-10,183.5,1,-9,-0.5,-4.8,4.2,W,L,U,0,20700121,20071116MIABOS,BOS,MIA
39402,,Fri,2007,Seventysixers,Trailblazers,home,92-88,1&1,-3,183.5,4,1,-3.5,-1.2,-2.2,W,W,U,0,20700120,20071116PORPHI,PHI,POR
39407,,Wed,2007,Trailblazers,Nets,home,101-106,1&1,-4,182,-5,-9,25,8,17,L,L,O,0,20700168,20071121BKNPOR,POR,BKN
39417,,Sat,2007,Bulls,Hornets,home,111-95,3&3,-7,182,16,9,24,16.5,7.5,W,W,O,0,20700239,20071201CHACHI,CHI,CHA
39420,,Tue,2007,Cavaliers,Nets,home,79-100,1&1,0,183.5,-21,-21,-4.5,-12.8,8.2,L,L,U,0,20700257,20071204BKNCLE,CLE,BKN
39424,,Sat,2007,Bulls,Celtics,home,81-92,0&0,5.5,182,-11,-5.5,-9,-7.2,-1.8,L,L,U,0,20700291,20071208BOSCHI,CHI,BOS
39426,,Mon,2007,Seventysixers,Rockets,home,100-88,1&0,6.5,182,12,18.5,6,12.2,-6.2,W,W,O,0,20700301,20071210HOUPHI,PHI,HOU
39428,,Wed,2007,Rockets,Pistons,home,80-77,1&0,-2.5,183,3,0.5,-26,-12.8,-13.2,W,W,U,0,20700321,20071212DETHOU,HOU,DET
39431,,Sat,2007,Hawks,Hornets,home,93-84,0&0,-6.5,183.5,9,2.5,-6.5,-2,-4.5,W,W,U,0,20700340,20071215CHAATL,ATL,CHA
39432,,Sun,2007,Raptors,Celtics,home,77-90,1&1,1,182,-13,-12,-15,-13.5,-1.5,L,L,U,0,20700351,20071216BOSTOR,TOR,BOS
39437,,Fri,2007,Celtics,Bulls,home,107-82,1&1,-10,183,25,15,6,10.5,-4.5,W,W,O,0,20700381,20071221CHIBOS,BOS,CHI
39438,,Sat,2007,Bulls,Rockets,home,98-116,0&1,-1,183.5,-18,-19,30.5,5.8,24.8,L,L,O,0,20700396,20071222HOUCHI,CHI,HOU
39439,,Sun,2007,Pistons,Rockets,home,94-82,1&0,-7.5,183.5,12,4.5,-7.5,-1.5,-6,W,W,U,0,20700401,20071223HOUDET,DET,HOU
39449,,Wed,2007,Clippers,Pelicans,home,81-95,1&1,5,183.5,-14,-9,-7.5,-8.2,0.8,L,L,U,0,20700468,20080102NOPLAC,LAC,NOP
39461,,Mon,2007,Celtics,Wizards,home,83-88,1&1,-11.5,183.5,-5,-16.5,-12.5,-14.5,2,L,L,U,0,20700548,20080114WASBOS,BOS,WAS
39462,,Tue,2007,Pistons,Raptors,home,103-89,1&1,-8.5,183,14,5.5,9,7.2,1.8,W,W,O,0,20700557,20080115TORDET,DET,TOR
39462,,Tue,2007,Rockets,Seventysixers,home,107-111,1&0,-9,183,-4,-13,35,11,24,L,L,O,0,20700560,20080115PHIHOU,HOU,PHI
39464,,Thu,2007,Spurs,Cavaliers,home,88-90,2&1,-7.5,182,-2,-9.5,-4,-6.8,2.8,L,L,U,0,20700570,20080117CLESAS,SAS,CLE
39468,,Mon,2007,Hornets,Spurs,home,86-95,1&1,6,183.5,-9,-3,-2.5,-2.8,0.2,L,L,U,0,20700597,20080121SASCHA,CHA,SAS
39473,,Sat,2007,Spurs,Pelicans,home,78-102,1&0,-5.5,182.5,-24,-29.5,-2.5,-16,13.5,L,L,U,0,20700641,20080126NOPSAS,SAS,NOP
39480,,Sat,2007,Bucks,Rockets,home,83-91,2&0,7,183.5,-8,-1,-9.5,-5.2,-4.2,L,L,U,0,20700692,20080202HOUMIL,MIL,HOU
39480,,Sat,2007,Cavaliers,Clippers,home,98-84,1&0,-11,183,14,3,-1,1,-2,W,W,U,0,20700690,20080202LACCLE,CLE,LAC
39489,,Mon,2007,Raptors,Spurs,home,88-93,0&0,1,183,-5,-4,-2,-3,1,L,L,U,0,20700751,20080211SASTOR,TOR,SAS
39489,,Mon,2007,Rockets,Trailblazers,home,95-83,1&1,-8,183,12,4,-5,-0.5,-4.5,W,W,U,0,20700756,20080211PORHOU,HOU,POR
39499,,Thu,2007,Timberwolves,Spurs,home,99-100,1&1,8,182,-1,7,17,12,5,L,W,O,0,20700801,20080221SASMIN,MIN,SAS
39505,,Wed,2007,Clippers,Trailblazers,home,80-82,1&0,-2.5,182.5,-2,-4.5,-20.5,-12.5,-8,L,L,U,0,20700854,20080227PORLAC,LAC,POR
39509,,Sun,2007,Nets,Spurs,home,83-93,2&0,5,183.5,-10,-5,-7.5,-6.2,-1.2,L,L,U,0,20700878,20080302SASBKN,BKN,SAS
39512,,Wed,2007,Celtics,Pistons,home,90-78,2&0,-4,183.5,12,8,-15.5,-3.8,-11.8,W,W,U,0,20700899,20080305DETBOS,BOS,DET
39513,,Thu,2007,Mavericks,Rockets,home,98-113,2&0,-1,183,-15,-16,28,6,22,L,L,O,0,20700911,20080306HOUDAL,DAL,HOU
39526,,Wed,2007,Cavaliers,Pistons,home,89-73,1&0,-1,183,16,15,-21,-3,-18,W,W,U,0,20701011,20080319DETCLE,CLE,DET
39533,,Wed,2007,Spurs,Clippers,home,97-88,0&0,-14.5,183.5,9,-5.5,1.5,-2,3.5,W,L,O,0,20701066,20080326LACSAS,SAS,LAC
39536,,Sat,2007,Pistons,Cavaliers,home,85-71,1&2,-7.5,183,14,6.5,-27,-10.2,-16.8,W,W,U,0,20701085,20080329CLEDET,DET,CLE
39537,,Sun,2007,Celtics,Heat,home,88-62,1&2,-22.5,183,26,3.5,-33,-14.8,-18.2,W,W,U,0,20701093,20080330MIABOS,BOS,MIA
39539,,Tue,2007,Timberwolves,Pistons,home,90-94,1&2,4,183.5,-4,0,0.5,0.2,0.2,L,P,O,0,20701108,20080401DETMIN,MIN,DET
39542,,Fri,2007,Wizards,Heat,home,109-95,1&1,-16.5,183,14,-2.5,21,9.2,11.8,W,L,O,0,20701128,20080404MIAWAS,WAS,MIA
39546,,Tue,2007,Heat,Bulls,home,95-88,1&2,10.5,183.5,7,17.5,-0.5,8.5,-9,W,W,U,0,20701155,20080408CHIMIA,MIA,CHI
39549,,Fri,2007,Spurs,Supersonics,home,95-74,1&1,-16.5,183,21,4.5,-14,-4.8,-9.2,W,W,U,0,20701185,20080411SEASAS,SAS,SEA
39552,,Mon,2007,Raptors,Heat,home,91-75,0&0,-17,182,16,-1,-16,-8.5,-7.5,W,L,U,0,20701203,20080414MIATOR,TOR,MIA
39559,,Mon,2007,Rockets,Jazz,home,84-90,1&1,-1,183,-6,-7,-9,-8,-1,L,L,U,0,#N/A,20080421UTAHOU,HOU,UTA
39562,,Thu,2007,Jazz,Rockets,home,92-94,2&2,-9,183.5,-2,-11,2.5,-4.2,6.8,L,L,O,0,#N/A,20080424HOUUTA,UTA,HOU
39567,,Tue,2007,Rockets,Jazz,home,95-69,2&2,-2,182,26,24,-18,3,-21,W,W,U,0,#N/A,20080429UTAHOU,HOU,UTA
39571,,Sat,2007,Pelicans,Spurs,home,101-82,3&3,-3.5,183.5,19,15.5,-0.5,7.5,-8,W,W,U,0,#N/A,20080503SASNOP,NOP,SAS
39573,,Mon,2007,Pelicans,Spurs,home,102-84,1&1,-3,183,18,15,3,9,-6,W,W,O,0,#N/A,20080505SASNOP,NOP,SAS
39574,,Tue,2007,Celtics,Cavaliers,home,76-72,1&3,-9.5,183,4,-5.5,-35,-20.2,-14.8,W,L,U,0,#N/A,20080506CLEBOS,BOS,CLE
39576,,Thu,2007,Spurs,Pelicans,home,110-99,2&2,-7,183,11,4,26,15,11,W,W,O,0,#N/A,20080508NOPSAS,SAS,NOP
39580,,Mon,2007,Cavaliers,Celtics,home,88-77,1&1,-2,182.5,11,9,-17.5,-4.2,-13.2,W,W,U,0,#N/A,20080512BOSCLE,CLE,BOS
39587,,Mon,2007,Pelicans,Spurs,home,82-91,3&3,-4,182,-9,-13,-9,-11,2,L,L,U,0,#N/A,20080519SASNOP,NOP,SAS
39386,,Wed,2007,Cavaliers,Mavericks,home,74-92,&,3.5,184,-18,-14.5,-18,-16.2,-1.8,L,L,U,0,20700008,20071031DALCLE,CLE,DAL
39392,,Tue,2007,Rockets,Spurs,home,89-81,0&3,1.5,184.5,8,9.5,-14.5,-2.5,-12,W,W,U,0,20700050,20071106SASHOU,HOU,SAS
39398,,Mon,2007,Nets,Pelicans,home,82-84,1&0,1,184,-2,-1,-18,-9.5,-8.5,L,L,U,0,20700093,20071112NOPBKN,BKN,NOP
39402,,Fri,2007,Nets,Magic,home,70-95,1&1,3.5,184.5,-25,-21.5,-19.5,-20.5,1,L,L,U,0,20700122,20071116ORLBKN,BKN,ORL
